(interacting with it) Heliospheric_current_sheet.txt 1
(currents that supply) Heliospheric_current_sheet.txt 1
(of 10 a/m) Heliospheric_current_sheet.txt 1
(the parker spiral) Heliospheric_current_sheet.txt 3
(influence of the) Heliospheric_current_sheet.txt 2
(slowly about a) Heliospheric_current_sheet.txt 1
(polar regions of) Heliospheric_current_sheet.txt 1
(making a spiral) Heliospheric_current_sheet.txt 1
(in about 10) Heliospheric_current_sheet.txt 1
(changes the shape) Heliospheric_current_sheet.txt 1
(galactic current of) Heliospheric_current_sheet.txt 1
(with the solar) Heliospheric_current_sheet.txt 1
(it spins the) Heliospheric_current_sheet.txt 1
(a thousand times) Heliospheric_current_sheet.txt 1
(wilcox and norman) Heliospheric_current_sheet.txt 1
(system this phenomenon) Heliospheric_current_sheet.txt 1
(the stream of) Heliospheric_current_sheet.txt 1
(its associated phenomena) Heliospheric_current_sheet.txt 1
(be responsible for) Heliospheric_current_sheet.txt 1
(times weaker at) Heliospheric_current_sheet.txt 1
(dipole the strength) Heliospheric_current_sheet.txt 1
(shape that has) Heliospheric_current_sheet.txt 1
(south this field) Heliospheric_current_sheet.txt 1
(because of the) Heliospheric_current_sheet.txt 1
(been called the) Heliospheric_current_sheet.txt 1
(a small electrical) Heliospheric_current_sheet.txt 1
(astronomical units from) Heliospheric_current_sheet.txt 1
(aurora are about) Heliospheric_current_sheet.txt 1
(beyond about 10-20) Heliospheric_current_sheet.txt 1
(edit the parker) Heliospheric_current_sheet.txt 1
(so that the) Heliospheric_current_sheet.txt 1
(the waviness of) Heliospheric_current_sheet.txt 1
(an archimedean spiral) Heliospheric_current_sheet.txt 1
(this field extends) Heliospheric_current_sheet.txt 1
(sometimes been called) Heliospheric_current_sheet.txt 1
(phenomena category:spirals categories) Heliospheric_current_sheet.txt 1
(magnetic field twists) Heliospheric_current_sheet.txt 1
(field were a) Heliospheric_current_sheet.txt 1
(the polar regions) Heliospheric_current_sheet.txt 1
(tension force during) Heliospheric_current_sheet.txt 1
(than the equator) Heliospheric_current_sheet.txt 1
(magnet or radial) Heliospheric_current_sheet.txt 1
(carlqvist speculate on) Heliospheric_current_sheet.txt 1
(see also edit) Heliospheric_current_sheet.txt 1
(other astrophysical electric) Heliospheric_current_sheet.txt 1
(the sheet is) Heliospheric_current_sheet.txt 2
(is twisted into) Heliospheric_current_sheet.txt 1
(supply the earths) Heliospheric_current_sheet.txt 1
(sheet is also) Heliospheric_current_sheet.txt 1
(spiral nature of) Heliospheric_current_sheet.txt 1
(magnetic field by) Heliospheric_current_sheet.txt 1
(a radial component) Heliospheric_current_sheet.txt 1
(system category:solar phenomena) Heliospheric_current_sheet.txt 1
(rotates with the) Heliospheric_current_sheet.txt 1
(the earths aurora) Heliospheric_current_sheet.txt 1
(arithmetic spiral by) Heliospheric_current_sheet.txt 1
(as an azimuthal) Heliospheric_current_sheet.txt 1
(and take on) Heliospheric_current_sheet.txt 1
(currents aligned with) Heliospheric_current_sheet.txt 1
(teslas if the) Heliospheric_current_sheet.txt 1
(stream of water) Heliospheric_current_sheet.txt 1
(the sheet about) Heliospheric_current_sheet.txt 1
(field in the) Heliospheric_current_sheet.txt 3
(with the cube) Heliospheric_current_sheet.txt 1
(a period of) Heliospheric_current_sheet.txt 1
(parkers spiral magnetic) Heliospheric_current_sheet.txt 1
(radial component directed) Heliospheric_current_sheet.txt 1
(a wavy spiral) Heliospheric_current_sheet.txt 1
(solar magnetic field) Heliospheric_current_sheet.txt 1
(the thickness of) Heliospheric_current_sheet.txt 1
(the 1950s the) Heliospheric_current_sheet.txt 1
(which the suns) Heliospheric_current_sheet.txt 1
(by the suns) Heliospheric_current_sheet.txt 1
(closed by outward) Heliospheric_current_sheet.txt 1
(with an estimated) Heliospheric_current_sheet.txt 1
(the magnetohydrodynamic influence) Heliospheric_current_sheet.txt 1
(to the south) Heliospheric_current_sheet.txt 1
(also edit references) Heliospheric_current_sheet.txt 1
(solar cycle magnetic) Heliospheric_current_sheet.txt 1
(is 100 times) Heliospheric_current_sheet.txt 1
(twisted into an) Heliospheric_current_sheet.txt 1
(at the surface) Heliospheric_current_sheet.txt 1
(parker spiral as) Heliospheric_current_sheet.txt 1
(sheet results in) Heliospheric_current_sheet.txt 1
(about 10 a) Heliospheric_current_sheet.txt 1
(order of 510) Heliospheric_current_sheet.txt 1
(a current sheet) Heliospheric_current_sheet.txt 1
(of comet tails) Heliospheric_current_sheet.txt 1
(sheet about 10) Heliospheric_current_sheet.txt 1
(to the material) Heliospheric_current_sheet.txt 1
(norman f ness) Heliospheric_current_sheet.txt 1
(in higher order) Heliospheric_current_sheet.txt 1
(by the radial) Heliospheric_current_sheet.txt 1
(field twists into) Heliospheric_current_sheet.txt 1
(the solar polar) Heliospheric_current_sheet.txt 1
(from the north) Heliospheric_current_sheet.txt 1
(lawn sprinkler with) Heliospheric_current_sheet.txt 1
(field is called) Heliospheric_current_sheet.txt 1
(jet of solar) Heliospheric_current_sheet.txt 1
(was divided in) Heliospheric_current_sheet.txt 1
(john m wilcox) Heliospheric_current_sheet.txt 1
(the spiral shape) Heliospheric_current_sheet.txt 1
(drag torque on) Heliospheric_current_sheet.txt 1
(heliospheric current circuit) Heliospheric_current_sheet.txt 1
(earth the underlying) Heliospheric_current_sheet.txt 1
(is about 10,000) Heliospheric_current_sheet.txt 1
(current sheet with) Heliospheric_current_sheet.txt 1
(solar wind if) Heliospheric_current_sheet.txt 1
(divided in two) Heliospheric_current_sheet.txt 1
(peaks and troughs) Heliospheric_current_sheet.txt 1
(also sometimes called) Heliospheric_current_sheet.txt 1
(of the ballerina) Heliospheric_current_sheet.txt 1
(waviness of the) Heliospheric_current_sheet.txt 1
(astrophysical electric currents) Heliospheric_current_sheet.txt 1
(heliospheric current sheet) Heliospheric_current_sheet.txt 10
(field of the) Heliospheric_current_sheet.txt 1
(the interplanetary current) Heliospheric_current_sheet.txt 1
(that magnetic field) Heliospheric_current_sheet.txt 1
(the magnetic field) Heliospheric_current_sheet.txt 5
(earth due to) Heliospheric_current_sheet.txt 1
(from the sun) Heliospheric_current_sheet.txt 2
(the jet from) Heliospheric_current_sheet.txt 1
(existence of a) Heliospheric_current_sheet.txt 1
(sun flips thus) Heliospheric_current_sheet.txt 1
(circuit the heliospheric) Heliospheric_current_sheet.txt 1
(of the suns) Heliospheric_current_sheet.txt 2
(the earths magnetosphere) Heliospheric_current_sheet.txt 1
(magnetic field dipole) Heliospheric_current_sheet.txt 1
(the early 1970s) Heliospheric_current_sheet.txt 1
(are tied to) Heliospheric_current_sheet.txt 1
(the induced spiral) Heliospheric_current_sheet.txt 1
(particular feature on) Heliospheric_current_sheet.txt 1
(surface rotates with) Heliospheric_current_sheet.txt 1
(10 a/km history) Heliospheric_current_sheet.txt 1
(a galactic current) Heliospheric_current_sheet.txt 1
(distance resulting in) Heliospheric_current_sheet.txt 1
(rotating magnetic field) Heliospheric_current_sheet.txt 1
(of 310 amperes) Heliospheric_current_sheet.txt 1
(current sheet contents) Heliospheric_current_sheet.txt 1
(is on the) Heliospheric_current_sheet.txt 2
(two by a) Heliospheric_current_sheet.txt 1
(outward or inward) Heliospheric_current_sheet.txt 1
(individual jet of) Heliospheric_current_sheet.txt 1
(jet from a) Heliospheric_current_sheet.txt 1
(category:spirals categories hidden) Heliospheric_current_sheet.txt 1
(is called the) Heliospheric_current_sheet.txt 1
(arithmetic spiral shape) Heliospheric_current_sheet.txt 1
(category:solar phenomena category:spirals) Heliospheric_current_sheet.txt 1
(azimuthal component the) Heliospheric_current_sheet.txt 1
(the spiral nature) Heliospheric_current_sheet.txt 1
(contents characteristics edit) Heliospheric_current_sheet.txt 1
(rather than poloidal) Heliospheric_current_sheet.txt 1
(pole as in) Heliospheric_current_sheet.txt 1
(solar rotation in) Heliospheric_current_sheet.txt 1
(in the early) Heliospheric_current_sheet.txt 1
(are about a) Heliospheric_current_sheet.txt 1
(on the plasma) Heliospheric_current_sheet.txt 1
(ideal dipole field) Heliospheric_current_sheet.txt 1
(pointed around the) Heliospheric_current_sheet.txt 1
(sheet rotates along) Heliospheric_current_sheet.txt 1
(a spiral pattern) Heliospheric_current_sheet.txt 1
(a drag torque) Heliospheric_current_sheet.txt 1
(from the polar) Heliospheric_current_sheet.txt 1
(the outer solar) Heliospheric_current_sheet.txt 2
(sun with a) Heliospheric_current_sheet.txt 1
(solar wind a) Heliospheric_current_sheet.txt 1
(per carlqvist speculate) Heliospheric_current_sheet.txt 1
(into a wavy) Heliospheric_current_sheet.txt 1
(water represents the) Heliospheric_current_sheet.txt 1
(to 10 amperes) Heliospheric_current_sheet.txt 1
(skirt shape edit) Heliospheric_current_sheet.txt 1
(along with the) Heliospheric_current_sheet.txt 1
(the actual magnetic) Heliospheric_current_sheet.txt 1
(the material in) Heliospheric_current_sheet.txt 1
(flips thus alternating) Heliospheric_current_sheet.txt 1
(at a uniform) Heliospheric_current_sheet.txt 1
(associated phenomena in) Heliospheric_current_sheet.txt 1
(through the earths) Heliospheric_current_sheet.txt 1
(units from the) Heliospheric_current_sheet.txt 1
(predicted the solar) Heliospheric_current_sheet.txt 1
(system where the) Heliospheric_current_sheet.txt 1
(spiral shape also) Heliospheric_current_sheet.txt 1
(the resulting electric) Heliospheric_current_sheet.txt 1
(the earths orbit) Heliospheric_current_sheet.txt 1
(well as an) Heliospheric_current_sheet.txt 1
(poles rotate more) Heliospheric_current_sheet.txt 1
(outer solar system) Heliospheric_current_sheet.txt 2
(sheet a counterpart) Heliospheric_current_sheet.txt 1
(form of the) Heliospheric_current_sheet.txt 1
(wind and many) Heliospheric_current_sheet.txt 1
(in 1965 hannes) Heliospheric_current_sheet.txt 1
(in the sheet) Heliospheric_current_sheet.txt 2
(current sheet has) Heliospheric_current_sheet.txt 1
(field produced by) Heliospheric_current_sheet.txt 1
(mathematical model first) Heliospheric_current_sheet.txt 1
(the south pole) Heliospheric_current_sheet.txt 1
(greatly amplifies the) Heliospheric_current_sheet.txt 1
(edit external links) Heliospheric_current_sheet.txt 1
(teslas at the) Heliospheric_current_sheet.txt 1
(solar wind from) Heliospheric_current_sheet.txt 1
(north to the) Heliospheric_current_sheet.txt 1
(field extends throughout) Heliospheric_current_sheet.txt 1
(sun is about) Heliospheric_current_sheet.txt 1
(rotates along with) Heliospheric_current_sheet.txt 1
(pointed from the) Heliospheric_current_sheet.txt 1
(earlier by hannes) Heliospheric_current_sheet.txt 1
(magnetic tension force) Heliospheric_current_sheet.txt 1
(edit category:dynamics of) Heliospheric_current_sheet.txt 1
(in which the) Heliospheric_current_sheet.txt 1
(with the sun) Heliospheric_current_sheet.txt 1
(interplanetary current sheet) Heliospheric_current_sheet.txt 1
(sheet is of) Heliospheric_current_sheet.txt 1
(a million amperes) Heliospheric_current_sheet.txt 1
(310 amperes as) Heliospheric_current_sheet.txt 1
(current sheet was) Heliospheric_current_sheet.txt 1
(and norman f) Heliospheric_current_sheet.txt 1
(sprinkler the solar) Heliospheric_current_sheet.txt 1
(and troughs of) Heliospheric_current_sheet.txt 1
(period the solar) Heliospheric_current_sheet.txt 1
(the heliosphere the) Heliospheric_current_sheet.txt 1
(sheet results from) Heliospheric_current_sheet.txt 1
(sun the induced) Heliospheric_current_sheet.txt 1
(skirt the waviness) Heliospheric_current_sheet.txt 1
(is tied to) Heliospheric_current_sheet.txt 1
(the plane of) Heliospheric_current_sheet.txt 1
(unlike the jet) Heliospheric_current_sheet.txt 1
(rotation period the) Heliospheric_current_sheet.txt 1
(system the parker) Heliospheric_current_sheet.txt 1
(it extends through) Heliospheric_current_sheet.txt 1
(where the polarity) Heliospheric_current_sheet.txt 1
(magnetic field was) Heliospheric_current_sheet.txt 1
(magnetic field produced) Heliospheric_current_sheet.txt 1
(field causes a) Heliospheric_current_sheet.txt 1
(twists into a) Heliospheric_current_sheet.txt 1
(the strength would) Heliospheric_current_sheet.txt 1
(the largest structure) Heliospheric_current_sheet.txt 1
(sun at a) Heliospheric_current_sheet.txt 1
(sheet is on) Heliospheric_current_sheet.txt 1
(early 1970s by) Heliospheric_current_sheet.txt 1
(solar polar regions) Heliospheric_current_sheet.txt 1
(of the magnetic) Heliospheric_current_sheet.txt 1
(a comparison with) Heliospheric_current_sheet.txt 1
(guided by the) Heliospheric_current_sheet.txt 1
(the garden sprinkler) Heliospheric_current_sheet.txt 1
(produced by the) Heliospheric_current_sheet.txt 1
(earths aurora are) Heliospheric_current_sheet.txt 1
(rotating the spiral) Heliospheric_current_sheet.txt 1
(emanates from the) Heliospheric_current_sheet.txt 1
(might flow in) Heliospheric_current_sheet.txt 1
(mhd effects so) Heliospheric_current_sheet.txt 1
(around the equator) Heliospheric_current_sheet.txt 1
(radial pointed outward) Heliospheric_current_sheet.txt 1
(and many of) Heliospheric_current_sheet.txt 1
(in the solar) Heliospheric_current_sheet.txt 2
(period of about) Heliospheric_current_sheet.txt 1
(greater electric current) Heliospheric_current_sheet.txt 1
(10 a m) Heliospheric_current_sheet.txt 1
(current sheet rotates) Heliospheric_current_sheet.txt 1
(outward currents aligned) Heliospheric_current_sheet.txt 1
(sun is 100) Heliospheric_current_sheet.txt 1
(sun rather than) Heliospheric_current_sheet.txt 1
(phenomenon is named) Heliospheric_current_sheet.txt 1
(edit ballerinas skirt) Heliospheric_current_sheet.txt 1
(archimedean spiral as) Heliospheric_current_sheet.txt 1
(if the form) Heliospheric_current_sheet.txt 1
(from a sprinkler) Heliospheric_current_sheet.txt 1
(current density in) Heliospheric_current_sheet.txt 1
(the suns surface) Heliospheric_current_sheet.txt 1
(resulting in about) Heliospheric_current_sheet.txt 1
(the sun flips) Heliospheric_current_sheet.txt 1
(s magnetic field) Heliospheric_current_sheet.txt 1
(the cause of) Heliospheric_current_sheet.txt 1
(extended field is) Heliospheric_current_sheet.txt 1
(of water represents) Heliospheric_current_sheet.txt 1
(toroidal pointed around) Heliospheric_current_sheet.txt 1
(would decrease with) Heliospheric_current_sheet.txt 1
(tied to the) Heliospheric_current_sheet.txt 2
(cube of the) Heliospheric_current_sheet.txt 1
(sprinkler effect or) Heliospheric_current_sheet.txt 1
(links edit category:dynamics) Heliospheric_current_sheet.txt 1
(field is nearly) Heliospheric_current_sheet.txt 1
(it warps into) Heliospheric_current_sheet.txt 1
(axis and variations) Heliospheric_current_sheet.txt 1
(within the sheet) Heliospheric_current_sheet.txt 1
(current in the) Heliospheric_current_sheet.txt 3
(of an archimedean) Heliospheric_current_sheet.txt 1
(pass through the) Heliospheric_current_sheet.txt 1
(by a current) Heliospheric_current_sheet.txt 1
(that might flow) Heliospheric_current_sheet.txt 1
(during which time) Heliospheric_current_sheet.txt 1
(polarity of the) Heliospheric_current_sheet.txt 2
(edit the electric) Heliospheric_current_sheet.txt 1
(f ness who) Heliospheric_current_sheet.txt 1
(rate but an) Heliospheric_current_sheet.txt 1
(maximum the entire) Heliospheric_current_sheet.txt 1
(about a 27-day) Heliospheric_current_sheet.txt 1
(magnetic field had) Heliospheric_current_sheet.txt 1
(thus alternating the) Heliospheric_current_sheet.txt 1
(order multipole components) Heliospheric_current_sheet.txt 1
(poles due to) Heliospheric_current_sheet.txt 1
(surface of the) Heliospheric_current_sheet.txt 2
(the earth the) Heliospheric_current_sheet.txt 1
(the orbit of) Heliospheric_current_sheet.txt 1
(north to south) Heliospheric_current_sheet.txt 1
(plane of symmetry) Heliospheric_current_sheet.txt 1
(hose effect because) Heliospheric_current_sheet.txt 1
(on the poles) Heliospheric_current_sheet.txt 1
(to a ballerinas) Heliospheric_current_sheet.txt 1
(component the radial) Heliospheric_current_sheet.txt 1
(field and the) Heliospheric_current_sheet.txt 1
(in the heliospheric) Heliospheric_current_sheet.txt 1
(an individual jet) Heliospheric_current_sheet.txt 1
(system beyond about) Heliospheric_current_sheet.txt 1
(the sun rather) Heliospheric_current_sheet.txt 1
(wind is guided) Heliospheric_current_sheet.txt 1
(wind if the) Heliospheric_current_sheet.txt 1
(this phenomenon is) Heliospheric_current_sheet.txt 1
(times greater electric) Heliospheric_current_sheet.txt 1
(categories hidden categories) Heliospheric_current_sheet.txt 1
(to the sun) Heliospheric_current_sheet.txt 1
(rotation period than) Heliospheric_current_sheet.txt 1
(this spiral-shaped magnetic) Heliospheric_current_sheet.txt 1
(has sometimes been) Heliospheric_current_sheet.txt 1
(current forms part) Heliospheric_current_sheet.txt 1
(an azimuthal component) Heliospheric_current_sheet.txt 1
(ness who published) Heliospheric_current_sheet.txt 1
(had been noted) Heliospheric_current_sheet.txt 1
(of this spiral-shaped) Heliospheric_current_sheet.txt 1
(symmetry of the) Heliospheric_current_sheet.txt 1
(shape the cause) Heliospheric_current_sheet.txt 1
(with other astrophysical) Heliospheric_current_sheet.txt 1
(shape also greatly) Heliospheric_current_sheet.txt 1
(spiral shape has) Heliospheric_current_sheet.txt 1
(spiral a form) Heliospheric_current_sheet.txt 1
(spiral may be) Heliospheric_current_sheet.txt 1
(current sheet parkers) Heliospheric_current_sheet.txt 1
(the sun were) Heliospheric_current_sheet.txt 1
(birkeland currents that) Heliospheric_current_sheet.txt 1
(comet tails the) Heliospheric_current_sheet.txt 1
(sheet has a) Heliospheric_current_sheet.txt 1
(suns rotating magnetic) Heliospheric_current_sheet.txt 1
(history edit the) Heliospheric_current_sheet.txt 1
(flows within the) Heliospheric_current_sheet.txt 1
(current circuit the) Heliospheric_current_sheet.txt 1
(the skirt pass) Heliospheric_current_sheet.txt 1
(time the peaks) Heliospheric_current_sheet.txt 1
(sun s magnetic) Heliospheric_current_sheet.txt 1
(parker spiral may) Heliospheric_current_sheet.txt 1
(of symmetry of) Heliospheric_current_sheet.txt 1
(that has been) Heliospheric_current_sheet.txt 1
(the peaks and) Heliospheric_current_sheet.txt 1
(to south this) Heliospheric_current_sheet.txt 1
(nearly toroidal pointed) Heliospheric_current_sheet.txt 1
(current sheet results) Heliospheric_current_sheet.txt 2
(on the order) Heliospheric_current_sheet.txt 2
(current sheet a) Heliospheric_current_sheet.txt 2
(component directed inward) Heliospheric_current_sheet.txt 1
(solar wind the) Heliospheric_current_sheet.txt 2
(equatorial plane in) Heliospheric_current_sheet.txt 1
(the circuit is) Heliospheric_current_sheet.txt 1
(or garden hose) Heliospheric_current_sheet.txt 1
(torque on the) Heliospheric_current_sheet.txt 1
(about a 35-day) Heliospheric_current_sheet.txt 1
(in two by) Heliospheric_current_sheet.txt 1
(force during solar) Heliospheric_current_sheet.txt 1
(the surface within) Heliospheric_current_sheet.txt 1
(magnetic field in) Heliospheric_current_sheet.txt 3
(earths orbit the) Heliospheric_current_sheet.txt 1
(effect because it) Heliospheric_current_sheet.txt 1
(the galaxy see) Heliospheric_current_sheet.txt 1
(the shape of) Heliospheric_current_sheet.txt 2
(sprinkler with nozzle) Heliospheric_current_sheet.txt 1
(solar maximum the) Heliospheric_current_sheet.txt 1
(inward as might) Heliospheric_current_sheet.txt 1
(it near the) Heliospheric_current_sheet.txt 1
(of the current) Heliospheric_current_sheet.txt 3
(the sun the) Heliospheric_current_sheet.txt 3
(the suns extended) Heliospheric_current_sheet.txt 1
(the underlying magnetic) Heliospheric_current_sheet.txt 1
(that moves up) Heliospheric_current_sheet.txt 1
(south pole as) Heliospheric_current_sheet.txt 1
(effect or garden) Heliospheric_current_sheet.txt 1
(as might be) Heliospheric_current_sheet.txt 1
(the surface of) Heliospheric_current_sheet.txt 2
(the entire magnetic) Heliospheric_current_sheet.txt 1
(on the existence) Heliospheric_current_sheet.txt 1
(the magnetic tension) Heliospheric_current_sheet.txt 1
(10,000 km near) Heliospheric_current_sheet.txt 1
(results in higher) Heliospheric_current_sheet.txt 1
(sheet is the) Heliospheric_current_sheet.txt 1
(the heliospheric magnetic) Heliospheric_current_sheet.txt 1
(first developed in) Heliospheric_current_sheet.txt 1
(sun rotates its) Heliospheric_current_sheet.txt 1
(by mhd effects) Heliospheric_current_sheet.txt 1
(magnetohydrodynamic influence of) Heliospheric_current_sheet.txt 1
(pattern in space) Heliospheric_current_sheet.txt 1
(in the circuit) Heliospheric_current_sheet.txt 1
(radial electric current) Heliospheric_current_sheet.txt 1
(every solar cycle) Heliospheric_current_sheet.txt 1
(wind travels outward) Heliospheric_current_sheet.txt 1
(magnetic field at) Heliospheric_current_sheet.txt 2
(into an arithmetic) Heliospheric_current_sheet.txt 1
(on an arithmetic) Heliospheric_current_sheet.txt 1
(suns equatorial plane) Heliospheric_current_sheet.txt 1
(expected from the) Heliospheric_current_sheet.txt 1
(the suns rotating) Heliospheric_current_sheet.txt 1
(a magnetic dipole) Heliospheric_current_sheet.txt 1
(changes from north) Heliospheric_current_sheet.txt 1
(wind the parker) Heliospheric_current_sheet.txt 1
(the electric current) Heliospheric_current_sheet.txt 1
(of the distance) Heliospheric_current_sheet.txt 1
(in the 1950s) Heliospheric_current_sheet.txt 1
(of the sun) Heliospheric_current_sheet.txt 6
(1965 hannes alfvn) Heliospheric_current_sheet.txt 1
(is nearly toroidal) Heliospheric_current_sheet.txt 1
(s work he) Heliospheric_current_sheet.txt 1
(the radial electric) Heliospheric_current_sheet.txt 1
(developed in the) Heliospheric_current_sheet.txt 1
(amplifies the strength) Heliospheric_current_sheet.txt 1
(wikipedia heliospheric current) Heliospheric_current_sheet.txt 1
(been noted earlier) Heliospheric_current_sheet.txt 1
(tails the influence) Heliospheric_current_sheet.txt 1
(the sun is) Heliospheric_current_sheet.txt 2
(parker spiral a) Heliospheric_current_sheet.txt 1
(hannes alfvn and) Heliospheric_current_sheet.txt 1
(also greatly amplifies) Heliospheric_current_sheet.txt 1
(current sheet wikipedia) Heliospheric_current_sheet.txt 1
(electric current edit) Heliospheric_current_sheet.txt 1
(field dipole axis) Heliospheric_current_sheet.txt 1
(called the interplanetary) Heliospheric_current_sheet.txt 2
(troughs of the) Heliospheric_current_sheet.txt 1
(the form of) Heliospheric_current_sheet.txt 1
(a ballerinas skirt) Heliospheric_current_sheet.txt 1
(nozzle that moves) Heliospheric_current_sheet.txt 1
(field at the) Heliospheric_current_sheet.txt 2
(a m the) Heliospheric_current_sheet.txt 1
(outward from the) Heliospheric_current_sheet.txt 1
(cause of the) Heliospheric_current_sheet.txt 1
(is of the) Heliospheric_current_sheet.txt 1
(familiar shape of) Heliospheric_current_sheet.txt 1
(510 t the) Heliospheric_current_sheet.txt 1
(is the surface) Heliospheric_current_sheet.txt 1
(medium solar wind) Heliospheric_current_sheet.txt 2
(by outward currents) Heliospheric_current_sheet.txt 1
(solar system beyond) Heliospheric_current_sheet.txt 1
(edit references edit) Heliospheric_current_sheet.txt 1
(currents the birkeland) Heliospheric_current_sheet.txt 1
(about a thousand) Heliospheric_current_sheet.txt 1
(effects so that) Heliospheric_current_sheet.txt 1
(solar wind creates) Heliospheric_current_sheet.txt 1
(were not rotating) Heliospheric_current_sheet.txt 1
(heliospheric magnetic field) Heliospheric_current_sheet.txt 1
(finding in 1965) Heliospheric_current_sheet.txt 1
(largest structure in) Heliospheric_current_sheet.txt 1
(rotate more slowly) Heliospheric_current_sheet.txt 1
(magnetic field and) Heliospheric_current_sheet.txt 2
(through the solar) Heliospheric_current_sheet.txt 1
(or inward as) Heliospheric_current_sheet.txt 1
(structure in the) Heliospheric_current_sheet.txt 1
(published their finding) Heliospheric_current_sheet.txt 1
(the differential solar) Heliospheric_current_sheet.txt 1
(from north to) Heliospheric_current_sheet.txt 1
(being closed by) Heliospheric_current_sheet.txt 1
(sun were not) Heliospheric_current_sheet.txt 1
(by hannes alfvn) Heliospheric_current_sheet.txt 1
(material in the) Heliospheric_current_sheet.txt 1
(might be expected) Heliospheric_current_sheet.txt 1
(skirt pass through) Heliospheric_current_sheet.txt 1
(km near the) Heliospheric_current_sheet.txt 1
(the polarity of) Heliospheric_current_sheet.txt 2
(the solar wind) Heliospheric_current_sheet.txt 8
(heliosphere the shape) Heliospheric_current_sheet.txt 1
(25 days during) Heliospheric_current_sheet.txt 1
(external links edit) Heliospheric_current_sheet.txt 1
(solar system category:solar) Heliospheric_current_sheet.txt 1
(on the suns) Heliospheric_current_sheet.txt 1
(10-20 astronomical units) Heliospheric_current_sheet.txt 1
(the ballerina spiral) Heliospheric_current_sheet.txt 1
(field changes from) Heliospheric_current_sheet.txt 1
(about 10,000 km) Heliospheric_current_sheet.txt 1
(by schatten it) Heliospheric_current_sheet.txt 1
(discovered by john) Heliospheric_current_sheet.txt 1
(10 amperes that) Heliospheric_current_sheet.txt 1
(due to the) Heliospheric_current_sheet.txt 2
(35-day rotation period) Heliospheric_current_sheet.txt 1
(magnetic field is) Heliospheric_current_sheet.txt 2
(with the suns) Heliospheric_current_sheet.txt 1
(current sheet the) Heliospheric_current_sheet.txt 1
(after eugene parker) Heliospheric_current_sheet.txt 1
(spiral shape that) Heliospheric_current_sheet.txt 1
(resulting electric current) Heliospheric_current_sheet.txt 1
(sheet was discovered) Heliospheric_current_sheet.txt 1
(a counterpart of) Heliospheric_current_sheet.txt 1
(wind from a) Heliospheric_current_sheet.txt 1
(a lawn sprinkler) Heliospheric_current_sheet.txt 1
(wind the solar) Heliospheric_current_sheet.txt 1
(current of 10) Heliospheric_current_sheet.txt 1
(category:dynamics of the) Heliospheric_current_sheet.txt 1
(strength of the) Heliospheric_current_sheet.txt 1
(the flow of) Heliospheric_current_sheet.txt 1
(at the earths) Heliospheric_current_sheet.txt 1
(who published their) Heliospheric_current_sheet.txt 1
