(to ten minutes) Solar_eclipses_on_Jupiter.txt 2
(satellites is relatively) Solar_eclipses_on_Jupiter.txt 1
(solar eclipse as) Solar_eclipses_on_Jupiter.txt 1
(is relatively smallindeed) Solar_eclipses_on_Jupiter.txt 1
(6 12 about) Solar_eclipses_on_Jupiter.txt 1
(orbits that are) Solar_eclipses_on_Jupiter.txt 1
(the variations were) Solar_eclipses_on_Jupiter.txt 1
(jupiter the galilean) Solar_eclipses_on_Jupiter.txt 1
(phenomenon of satellite) Solar_eclipses_on_Jupiter.txt 1
(sun so can) Solar_eclipses_on_Jupiter.txt 1
(observed times in) Solar_eclipses_on_Jupiter.txt 1
(diameter than the) Solar_eclipses_on_Jupiter.txt 1
(of jupiter and) Solar_eclipses_on_Jupiter.txt 1
(of jupiter has) Solar_eclipses_on_Jupiter.txt 1
(eclipses of the) Solar_eclipses_on_Jupiter.txt 1
(others are too) Solar_eclipses_on_Jupiter.txt 1
(spot is ios) Solar_eclipses_on_Jupiter.txt 1
(can only transit) Solar_eclipses_on_Jupiter.txt 1
(errors to make) Solar_eclipses_on_Jupiter.txt 1
(computer-generated a simulated) Solar_eclipses_on_Jupiter.txt 1
(which is related) Solar_eclipses_on_Jupiter.txt 1
(was computer-generated a) Solar_eclipses_on_Jupiter.txt 1
(it narrows the) Solar_eclipses_on_Jupiter.txt 1
(correctly realizing that) Solar_eclipses_on_Jupiter.txt 1
(cassinihuygens 2000 and) Solar_eclipses_on_Jupiter.txt 1
(the sun a) Solar_eclipses_on_Jupiter.txt 1
(ios shadow solar) Solar_eclipses_on_Jupiter.txt 1
(large and its) Solar_eclipses_on_Jupiter.txt 1
(shadow transit can) Solar_eclipses_on_Jupiter.txt 1
(up to ten) Solar_eclipses_on_Jupiter.txt 2
(will result in) Solar_eclipses_on_Jupiter.txt 1
(solar eclipses on) Solar_eclipses_on_Jupiter.txt 3
(the galilean moons) Solar_eclipses_on_Jupiter.txt 2
(31 28 the) Solar_eclipses_on_Jupiter.txt 1
(as it narrows) Solar_eclipses_on_Jupiter.txt 1
(to completely occult) Solar_eclipses_on_Jupiter.txt 1
(determination of the) Solar_eclipses_on_Jupiter.txt 1
(planets moved in) Solar_eclipses_on_Jupiter.txt 1
(eclipses on jupiter) Solar_eclipses_on_Jupiter.txt 3
(of completely occulting) Solar_eclipses_on_Jupiter.txt 1
(ole rmer in) Solar_eclipses_on_Jupiter.txt 1
(so can only) Solar_eclipses_on_Jupiter.txt 1
(on the surface) Solar_eclipses_on_Jupiter.txt 1
(is ios shadow) Solar_eclipses_on_Jupiter.txt 1
(sun a shadow) Solar_eclipses_on_Jupiter.txt 1
(be used to) Solar_eclipses_on_Jupiter.txt 1
(moon as viewed) Solar_eclipses_on_Jupiter.txt 1
(the moon as) Solar_eclipses_on_Jupiter.txt 1
(somewhere on jupiters) Solar_eclipses_on_Jupiter.txt 1
(galileo orbiter 19952003) Solar_eclipses_on_Jupiter.txt 1
(distant satellites also) Solar_eclipses_on_Jupiter.txt 1
(since jupiter is) Solar_eclipses_on_Jupiter.txt 1
(the four largest) Solar_eclipses_on_Jupiter.txt 1
(that the variations) Solar_eclipses_on_Jupiter.txt 1
(their orbits around) Solar_eclipses_on_Jupiter.txt 1
(2 1979 galileo) Solar_eclipses_on_Jupiter.txt 1
(arc-seconds or 6) Solar_eclipses_on_Jupiter.txt 1
(of the others) Solar_eclipses_on_Jupiter.txt 1
(the first accurate) Solar_eclipses_on_Jupiter.txt 1
(total solar eclipse) Solar_eclipses_on_Jupiter.txt 1
(europa just to) Solar_eclipses_on_Jupiter.txt 1
(jupiter as the) Solar_eclipses_on_Jupiter.txt 1
(cassini and ole) Solar_eclipses_on_Jupiter.txt 1
(sun amalthea io) Solar_eclipses_on_Jupiter.txt 1
(smaller in angular) Solar_eclipses_on_Jupiter.txt 1
(jupiter as viewed) Solar_eclipses_on_Jupiter.txt 1
(edit external links) Solar_eclipses_on_Jupiter.txt 1
(to the right) Solar_eclipses_on_Jupiter.txt 1
(been observed since) Solar_eclipses_on_Jupiter.txt 1
(penumbra for a) Solar_eclipses_on_Jupiter.txt 1
(in a regular) Solar_eclipses_on_Jupiter.txt 1
(of giovanni cassini) Solar_eclipses_on_Jupiter.txt 1
(aphelion unlike the) Solar_eclipses_on_Jupiter.txt 1
(solar occultation visible) Solar_eclipses_on_Jupiter.txt 1
(the mean angular) Solar_eclipses_on_Jupiter.txt 2
(distant callisto is) Solar_eclipses_on_Jupiter.txt 1
(a simulated view) Solar_eclipses_on_Jupiter.txt 1
(horizons 2007 observed) Solar_eclipses_on_Jupiter.txt 1
(black spot is) Solar_eclipses_on_Jupiter.txt 1
(in the shadow) Solar_eclipses_on_Jupiter.txt 1
(just to the) Solar_eclipses_on_Jupiter.txt 1
(to be able) Solar_eclipses_on_Jupiter.txt 1
(s surface units) Solar_eclipses_on_Jupiter.txt 1
(the others are) Solar_eclipses_on_Jupiter.txt 1
(sizes of the) Solar_eclipses_on_Jupiter.txt 2
(pass in front) Solar_eclipses_on_Jupiter.txt 1
(from the planet) Solar_eclipses_on_Jupiter.txt 1
(since the time) Solar_eclipses_on_Jupiter.txt 1
(1974 voyager 1) Solar_eclipses_on_Jupiter.txt 1
(expressed in arc-seconds) Solar_eclipses_on_Jupiter.txt 1
(to the plane) Solar_eclipses_on_Jupiter.txt 2
(bodies which appear) Solar_eclipses_on_Jupiter.txt 1
(the black spot) Solar_eclipses_on_Jupiter.txt 1
(near coincidence of) Solar_eclipses_on_Jupiter.txt 1
(of the moon) Solar_eclipses_on_Jupiter.txt 2
(the sun will) Solar_eclipses_on_Jupiter.txt 1
(units are expressed) Solar_eclipses_on_Jupiter.txt 1
(the moon and) Solar_eclipses_on_Jupiter.txt 1
(in their orbits) Solar_eclipses_on_Jupiter.txt 1
(or too distant) Solar_eclipses_on_Jupiter.txt 1
(earth in telescopes) Solar_eclipses_on_Jupiter.txt 1
(rare since jupiter) Solar_eclipses_on_Jupiter.txt 1
(for comparison the) Solar_eclipses_on_Jupiter.txt 1
(is 1888 or) Solar_eclipses_on_Jupiter.txt 1
(transit on jupiter) Solar_eclipses_on_Jupiter.txt 1
(the natural satellites) Solar_eclipses_on_Jupiter.txt 1
(for bodies which) Solar_eclipses_on_Jupiter.txt 2
(are responsible for) Solar_eclipses_on_Jupiter.txt 1
(in angular diameter) Solar_eclipses_on_Jupiter.txt 1
(mid seventeenth century) Solar_eclipses_on_Jupiter.txt 1
(would rarely be) Solar_eclipses_on_Jupiter.txt 1
(all the galilean) Solar_eclipses_on_Jupiter.txt 1
(in angular size) Solar_eclipses_on_Jupiter.txt 1
(the shadow apparently) Solar_eclipses_on_Jupiter.txt 1
(able to completely) Solar_eclipses_on_Jupiter.txt 1
(completely occulting the) Solar_eclipses_on_Jupiter.txt 1
(on jupiter wikipedia) Solar_eclipses_on_Jupiter.txt 1
(of occulting the) Solar_eclipses_on_Jupiter.txt 1
(angular size makes) Solar_eclipses_on_Jupiter.txt 1
(time of giovanni) Solar_eclipses_on_Jupiter.txt 1
(on jupiter more) Solar_eclipses_on_Jupiter.txt 1
(in arc-seconds for) Solar_eclipses_on_Jupiter.txt 1
(at aphelion unlike) Solar_eclipses_on_Jupiter.txt 1
(varying from up) Solar_eclipses_on_Jupiter.txt 1
(wikipedia a double) Solar_eclipses_on_Jupiter.txt 1
(satellites occult the) Solar_eclipses_on_Jupiter.txt 1
(io transit of) Solar_eclipses_on_Jupiter.txt 1
(categories hidden categories) Solar_eclipses_on_Jupiter.txt 1
(strongly inclined to) Solar_eclipses_on_Jupiter.txt 1
(381 at perihelion) Solar_eclipses_on_Jupiter.txt 1
(of its satellites) Solar_eclipses_on_Jupiter.txt 1
(diameter of the) Solar_eclipses_on_Jupiter.txt 2
(is very large) Solar_eclipses_on_Jupiter.txt 1
(sun spacecraft can) Solar_eclipses_on_Jupiter.txt 1
(sun will result) Solar_eclipses_on_Jupiter.txt 1
(regular way varying) Solar_eclipses_on_Jupiter.txt 1
(is related to) Solar_eclipses_on_Jupiter.txt 1
(of the galilean) Solar_eclipses_on_Jupiter.txt 1
(giovanni cassini and) Solar_eclipses_on_Jupiter.txt 1
(from 381 at) Solar_eclipses_on_Jupiter.txt 1
(earth is 1888) Solar_eclipses_on_Jupiter.txt 1
(distance references edit) Solar_eclipses_on_Jupiter.txt 1
(from earth in) Solar_eclipses_on_Jupiter.txt 1
(from up to) Solar_eclipses_on_Jupiter.txt 1
(capable of occulting) Solar_eclipses_on_Jupiter.txt 1
(realizing that the) Solar_eclipses_on_Jupiter.txt 1
(relatively smallindeed the) Solar_eclipses_on_Jupiter.txt 1
(from the earth) Solar_eclipses_on_Jupiter.txt 1
(distance between earth) Solar_eclipses_on_Jupiter.txt 1
(from observed times) Solar_eclipses_on_Jupiter.txt 1
(from somewhere on) Solar_eclipses_on_Jupiter.txt 1
(external links edit) Solar_eclipses_on_Jupiter.txt 1
(late rmer used) Solar_eclipses_on_Jupiter.txt 1
(narrows the penumbra) Solar_eclipses_on_Jupiter.txt 1
(moon io taken) Solar_eclipses_on_Jupiter.txt 1
(a picture of) Solar_eclipses_on_Jupiter.txt 1
(orbit and would) Solar_eclipses_on_Jupiter.txt 1
(jupiter occur when) Solar_eclipses_on_Jupiter.txt 1
(callisto all of) Solar_eclipses_on_Jupiter.txt 1
(completely occult the) Solar_eclipses_on_Jupiter.txt 1
(objects capable of) Solar_eclipses_on_Jupiter.txt 1
(io a picture) Solar_eclipses_on_Jupiter.txt 1
(two planets moved) Solar_eclipses_on_Jupiter.txt 1
(eclipse as it) Solar_eclipses_on_Jupiter.txt 1
(two satellites visible) Solar_eclipses_on_Jupiter.txt 1
(shadows visibility from) Solar_eclipses_on_Jupiter.txt 1
(357 at aphelion) Solar_eclipses_on_Jupiter.txt 1
(lunar shadow on) Solar_eclipses_on_Jupiter.txt 1
(the earth showing) Solar_eclipses_on_Jupiter.txt 1
(from jupiter is) Solar_eclipses_on_Jupiter.txt 1
(variations were caused) Solar_eclipses_on_Jupiter.txt 1
(jupiter edit the) Solar_eclipses_on_Jupiter.txt 1
(on earth during) Solar_eclipses_on_Jupiter.txt 1
(leading io a) Solar_eclipses_on_Jupiter.txt 1
(on jupiters surface) Solar_eclipses_on_Jupiter.txt 1
(is 372 arc-seconds) Solar_eclipses_on_Jupiter.txt 1
(ganymede and callisto) Solar_eclipses_on_Jupiter.txt 1
(light correctly realizing) Solar_eclipses_on_Jupiter.txt 1
(the sun from) Solar_eclipses_on_Jupiter.txt 1
(occult the sun) Solar_eclipses_on_Jupiter.txt 2
(links edit categories) Solar_eclipses_on_Jupiter.txt 1
(the sun the) Solar_eclipses_on_Jupiter.txt 2
(apparent size of) Solar_eclipses_on_Jupiter.txt 1
(transit for bodies) Solar_eclipses_on_Jupiter.txt 1
(there are five) Solar_eclipses_on_Jupiter.txt 1
(which appear smaller) Solar_eclipses_on_Jupiter.txt 1
(size makes the) Solar_eclipses_on_Jupiter.txt 1
(the surface of) Solar_eclipses_on_Jupiter.txt 1
(can be used) Solar_eclipses_on_Jupiter.txt 1
(telescopes eclipses of) Solar_eclipses_on_Jupiter.txt 1
(of jupiter as) Solar_eclipses_on_Jupiter.txt 1
(the time of) Solar_eclipses_on_Jupiter.txt 1
(a transit for) Solar_eclipses_on_Jupiter.txt 1
(the orbits of) Solar_eclipses_on_Jupiter.txt 2
(or 31 28) Solar_eclipses_on_Jupiter.txt 1
(as viewed from) Solar_eclipses_on_Jupiter.txt 6
(an occultation there) Solar_eclipses_on_Jupiter.txt 1
(the objects capable) Solar_eclipses_on_Jupiter.txt 1
(largest satellites of) Solar_eclipses_on_Jupiter.txt 1
(be seen on) Solar_eclipses_on_Jupiter.txt 1
(hubble the black) Solar_eclipses_on_Jupiter.txt 1
(1979 galileo orbiter) Solar_eclipses_on_Jupiter.txt 1
(seen to transit) Solar_eclipses_on_Jupiter.txt 1
(that of the) Solar_eclipses_on_Jupiter.txt 1
(of the sun) Solar_eclipses_on_Jupiter.txt 5
(sun the proper) Solar_eclipses_on_Jupiter.txt 2
(visibility from jupiter) Solar_eclipses_on_Jupiter.txt 1
(jupiter are not) Solar_eclipses_on_Jupiter.txt 1
(the sun most) Solar_eclipses_on_Jupiter.txt 1
(this perspective exaggerates) Solar_eclipses_on_Jupiter.txt 1
(and sun as) Solar_eclipses_on_Jupiter.txt 1
(observed from earth) Solar_eclipses_on_Jupiter.txt 1
(axial tilt which) Solar_eclipses_on_Jupiter.txt 1
(between earth and) Solar_eclipses_on_Jupiter.txt 1
(of satellite eclipses) Solar_eclipses_on_Jupiter.txt 1
(noticed that predicted) Solar_eclipses_on_Jupiter.txt 1
(planet are responsible) Solar_eclipses_on_Jupiter.txt 1
(in telescopes eclipses) Solar_eclipses_on_Jupiter.txt 1
(11 1973 and) Solar_eclipses_on_Jupiter.txt 1
(a total solar) Solar_eclipses_on_Jupiter.txt 1
(moved in their) Solar_eclipses_on_Jupiter.txt 1
(the sun even) Solar_eclipses_on_Jupiter.txt 1
(transit can be) Solar_eclipses_on_Jupiter.txt 1
(large this disparity) Solar_eclipses_on_Jupiter.txt 1
(seen on the) Solar_eclipses_on_Jupiter.txt 1
(when any of) Solar_eclipses_on_Jupiter.txt 1
(from jupiter edit) Solar_eclipses_on_Jupiter.txt 1
(of all the) Solar_eclipses_on_Jupiter.txt 1
(and callisto all) Solar_eclipses_on_Jupiter.txt 1
(and ole rmer) Solar_eclipses_on_Jupiter.txt 1
(surface the related) Solar_eclipses_on_Jupiter.txt 1
(six times as) Solar_eclipses_on_Jupiter.txt 1
(would be an) Solar_eclipses_on_Jupiter.txt 1
(too distant to) Solar_eclipses_on_Jupiter.txt 1
(related to the) Solar_eclipses_on_Jupiter.txt 1
(io taken by) Solar_eclipses_on_Jupiter.txt 1
(viewed from the) Solar_eclipses_on_Jupiter.txt 1
(vast majority of) Solar_eclipses_on_Jupiter.txt 1
(of jupiter which) Solar_eclipses_on_Jupiter.txt 1
(picture of jupiter) Solar_eclipses_on_Jupiter.txt 1
(of the natural) Solar_eclipses_on_Jupiter.txt 1
(the planet are) Solar_eclipses_on_Jupiter.txt 1
(the near coincidence) Solar_eclipses_on_Jupiter.txt 1
(predicted times differed) Solar_eclipses_on_Jupiter.txt 1
(and its shadows) Solar_eclipses_on_Jupiter.txt 1
(are strongly inclined) Solar_eclipses_on_Jupiter.txt 1
(front of the) Solar_eclipses_on_Jupiter.txt 1
(observe the solar) Solar_eclipses_on_Jupiter.txt 1
(50 larger and) Solar_eclipses_on_Jupiter.txt 1
(term would be) Solar_eclipses_on_Jupiter.txt 2
(apparent sizes of) Solar_eclipses_on_Jupiter.txt 2
(makes the moons) Solar_eclipses_on_Jupiter.txt 1
(defined than the) Solar_eclipses_on_Jupiter.txt 1
(in the mid) Solar_eclipses_on_Jupiter.txt 1
(its moon io) Solar_eclipses_on_Jupiter.txt 1
(moons in comparison) Solar_eclipses_on_Jupiter.txt 1
(and 1974 voyager) Solar_eclipses_on_Jupiter.txt 1
(1973 and 1974) Solar_eclipses_on_Jupiter.txt 1
(were caused by) Solar_eclipses_on_Jupiter.txt 1
(ten minutes late) Solar_eclipses_on_Jupiter.txt 1
(given distance references) Solar_eclipses_on_Jupiter.txt 1
(for the shadows) Solar_eclipses_on_Jupiter.txt 1
(for a given) Solar_eclipses_on_Jupiter.txt 1
(caused by the) Solar_eclipses_on_Jupiter.txt 1
(shadows on jupiter) Solar_eclipses_on_Jupiter.txt 1
(a regular way) Solar_eclipses_on_Jupiter.txt 1
(are expressed in) Solar_eclipses_on_Jupiter.txt 1
(moon and sun) Solar_eclipses_on_Jupiter.txt 1
(double shadow transit) Solar_eclipses_on_Jupiter.txt 1
(varying slightly from) Solar_eclipses_on_Jupiter.txt 1
(sun from jupiter) Solar_eclipses_on_Jupiter.txt 1
(proper term would) Solar_eclipses_on_Jupiter.txt 2
(a given distance) Solar_eclipses_on_Jupiter.txt 1
(are larger than) Solar_eclipses_on_Jupiter.txt 1
(a shadow transit) Solar_eclipses_on_Jupiter.txt 1
(the sun amalthea) Solar_eclipses_on_Jupiter.txt 1
(rmer used these) Solar_eclipses_on_Jupiter.txt 1
(simulated view of) Solar_eclipses_on_Jupiter.txt 1
(related phenomenon of) Solar_eclipses_on_Jupiter.txt 1
(in front of) Solar_eclipses_on_Jupiter.txt 1
(majority of the) Solar_eclipses_on_Jupiter.txt 1
(28 the mean) Solar_eclipses_on_Jupiter.txt 1
(the penumbra for) Solar_eclipses_on_Jupiter.txt 1
(accurate determination of) Solar_eclipses_on_Jupiter.txt 1
(and would rarely) Solar_eclipses_on_Jupiter.txt 1
(occultation there are) Solar_eclipses_on_Jupiter.txt 1
(in a solar) Solar_eclipses_on_Jupiter.txt 1
(jupiter is 372) Solar_eclipses_on_Jupiter.txt 1
(planet jupiter for) Solar_eclipses_on_Jupiter.txt 1
(are too small) Solar_eclipses_on_Jupiter.txt 1
(orbits of all) Solar_eclipses_on_Jupiter.txt 1
(from earth is) Solar_eclipses_on_Jupiter.txt 1
(observed the transits) Solar_eclipses_on_Jupiter.txt 1
(jupiter has been) Solar_eclipses_on_Jupiter.txt 1
(voyager 1 and) Solar_eclipses_on_Jupiter.txt 1
(sun as viewed) Solar_eclipses_on_Jupiter.txt 3
(when the four) Solar_eclipses_on_Jupiter.txt 1
(the more distant) Solar_eclipses_on_Jupiter.txt 1
(the mid seventeenth) Solar_eclipses_on_Jupiter.txt 1
(jupiter which can) Solar_eclipses_on_Jupiter.txt 1
(jupiter s surface) Solar_eclipses_on_Jupiter.txt 1
(and jupiter as) Solar_eclipses_on_Jupiter.txt 1
(around the sun) Solar_eclipses_on_Jupiter.txt 1
(occulting the sun) Solar_eclipses_on_Jupiter.txt 2
(and pioneer 11) Solar_eclipses_on_Jupiter.txt 1
(occultation visible from) Solar_eclipses_on_Jupiter.txt 1
(capable of completely) Solar_eclipses_on_Jupiter.txt 1
(of jupiter pass) Solar_eclipses_on_Jupiter.txt 1
(unlike the near) Solar_eclipses_on_Jupiter.txt 1
(be an occultation) Solar_eclipses_on_Jupiter.txt 1
(europa ganymede and) Solar_eclipses_on_Jupiter.txt 1
(plane of jupiters) Solar_eclipses_on_Jupiter.txt 1
(the moons shadows) Solar_eclipses_on_Jupiter.txt 1
(distant to be) Solar_eclipses_on_Jupiter.txt 1
(too small or) Solar_eclipses_on_Jupiter.txt 1
(the sun so) Solar_eclipses_on_Jupiter.txt 1
(shadows image was) Solar_eclipses_on_Jupiter.txt 1
(viewed from earth) Solar_eclipses_on_Jupiter.txt 3
(soon noticed that) Solar_eclipses_on_Jupiter.txt 1
(nearly six times) Solar_eclipses_on_Jupiter.txt 1
(of the objects) Solar_eclipses_on_Jupiter.txt 1
(only transit the) Solar_eclipses_on_Jupiter.txt 1
(this disparity in) Solar_eclipses_on_Jupiter.txt 1
(earth varying slightly) Solar_eclipses_on_Jupiter.txt 1
(not particularly rare) Solar_eclipses_on_Jupiter.txt 1
(can be observed) Solar_eclipses_on_Jupiter.txt 1
(the proper term) Solar_eclipses_on_Jupiter.txt 2
(four largest satellites) Solar_eclipses_on_Jupiter.txt 1
(10 and pioneer) Solar_eclipses_on_Jupiter.txt 1
(viewed from jupiter) Solar_eclipses_on_Jupiter.txt 2
(orbiter 19952003 cassinihuygens) Solar_eclipses_on_Jupiter.txt 1
(be able to) Solar_eclipses_on_Jupiter.txt 1
(apparent diameters of) Solar_eclipses_on_Jupiter.txt 1
(or 6 12) Solar_eclipses_on_Jupiter.txt 1
(surface units are) Solar_eclipses_on_Jupiter.txt 1
(transit when the) Solar_eclipses_on_Jupiter.txt 1
(new horizons 2007) Solar_eclipses_on_Jupiter.txt 1
(over 50 larger) Solar_eclipses_on_Jupiter.txt 1
(that predicted times) Solar_eclipses_on_Jupiter.txt 1
(to 357 at) Solar_eclipses_on_Jupiter.txt 1
(on jupiter these) Solar_eclipses_on_Jupiter.txt 1
(the apparent diameters) Solar_eclipses_on_Jupiter.txt 1
(satellite eclipses in) Solar_eclipses_on_Jupiter.txt 1
(and its moon) Solar_eclipses_on_Jupiter.txt 1
(of the more) Solar_eclipses_on_Jupiter.txt 1
(can be seen) Solar_eclipses_on_Jupiter.txt 1
(minutes early to) Solar_eclipses_on_Jupiter.txt 1
(times as large) Solar_eclipses_on_Jupiter.txt 1
(galilean moons as) Solar_eclipses_on_Jupiter.txt 1
(larger than the) Solar_eclipses_on_Jupiter.txt 1
(shadow apparently leading) Solar_eclipses_on_Jupiter.txt 1
(used to observe) Solar_eclipses_on_Jupiter.txt 1
(jupiter and its) Solar_eclipses_on_Jupiter.txt 1
(observed since the) Solar_eclipses_on_Jupiter.txt 1
(of their moons) Solar_eclipses_on_Jupiter.txt 1
(of the orbits) Solar_eclipses_on_Jupiter.txt 2
(its satellites is) Solar_eclipses_on_Jupiter.txt 1
(way varying from) Solar_eclipses_on_Jupiter.txt 1
(satellites also have) Solar_eclipses_on_Jupiter.txt 1
(pioneer 10 and) Solar_eclipses_on_Jupiter.txt 1
(angular diameter than) Solar_eclipses_on_Jupiter.txt 1
(ten minutes early) Solar_eclipses_on_Jupiter.txt 1
(to the sun) Solar_eclipses_on_Jupiter.txt 1
(very large and) Solar_eclipses_on_Jupiter.txt 1
(moons shadows on) Solar_eclipses_on_Jupiter.txt 1
(larger and io) Solar_eclipses_on_Jupiter.txt 1
(first accurate determination) Solar_eclipses_on_Jupiter.txt 1
(have orbits that) Solar_eclipses_on_Jupiter.txt 1
(shadow transit on) Solar_eclipses_on_Jupiter.txt 1
(be observed from) Solar_eclipses_on_Jupiter.txt 1
(diameters of all) Solar_eclipses_on_Jupiter.txt 1
(the lunar shadow) Solar_eclipses_on_Jupiter.txt 1
(smallindeed the vast) Solar_eclipses_on_Jupiter.txt 1
(and europa just) Solar_eclipses_on_Jupiter.txt 1
(disparity in angular) Solar_eclipses_on_Jupiter.txt 1
(2007 observed the) Solar_eclipses_on_Jupiter.txt 1
(varying distance between) Solar_eclipses_on_Jupiter.txt 1
(and its axial) Solar_eclipses_on_Jupiter.txt 1
(taken by hubble) Solar_eclipses_on_Jupiter.txt 1
(are not particularly) Solar_eclipses_on_Jupiter.txt 1
(appear smaller in) Solar_eclipses_on_Jupiter.txt 1
(exaggerates the apparent) Solar_eclipses_on_Jupiter.txt 1
