(yields a fluctuating) Fine_structure.txt 1
(2p orbital by) Fine_structure.txt 1
(atom with protons) Fine_structure.txt 1
(momentum the two) Fine_structure.txt 1
(equation it was) Fine_structure.txt 1
(by where is) Fine_structure.txt 1
(a sommerfeld based) Fine_structure.txt 1
(account relativistic and) Fine_structure.txt 1
(corrections edit the) Fine_structure.txt 1
(in turn will) Fine_structure.txt 1
(one where the) Fine_structure.txt 1
(fine-structure constant a) Fine_structure.txt 1
(is the azimuthal) Fine_structure.txt 1
(with the expression) Fine_structure.txt 1
(zitterbewegung or rapid) Fine_structure.txt 1
(therefore the first) Fine_structure.txt 1
(bohr radius is) Fine_structure.txt 1
(non-relativistic the exact) Fine_structure.txt 1
(for example it) Fine_structure.txt 1
(dirac equation since) Fine_structure.txt 1
(the rest energy) Fine_structure.txt 1
(will generate a) Fine_structure.txt 1
(of z where) Fine_structure.txt 1
(azimuthal quantum number) Fine_structure.txt 1
(from the nucleus) Fine_structure.txt 2
(a hydrogenic atom) Fine_structure.txt 1
(interaction for a) Fine_structure.txt 1
(the energy levels) Fine_structure.txt 1
(then the first) Fine_structure.txt 1
(see also edit) Fine_structure.txt 1
(relativistic calculation that) Fine_structure.txt 1
(energy but the) Fine_structure.txt 1
(number n however) Fine_structure.txt 1
(are given by) Fine_structure.txt 1
(this case the) Fine_structure.txt 2
(ground state is) Fine_structure.txt 1
(expectation value for) Fine_structure.txt 1
(darwin term as) Fine_structure.txt 1
(interact with those) Fine_structure.txt 1
(intrinsic angular momentum) Fine_structure.txt 1
(coupling edit main) Fine_structure.txt 1
(final calculation the) Fine_structure.txt 1
(as a smearing) Fine_structure.txt 1
(for a hydrogenic) Fine_structure.txt 1
(lines the scale) Fine_structure.txt 1
(darwin term coming) Fine_structure.txt 1
(is the unperturbed) Fine_structure.txt 1
(corrections due to) Fine_structure.txt 1
(energy as the) Fine_structure.txt 1
(n however a) Fine_structure.txt 1
(into account relativistic) Fine_structure.txt 1
(the second term) Fine_structure.txt 1
(from the non-relativistic) Fine_structure.txt 1
(speed of light) Fine_structure.txt 1
(to relativistic effects) Fine_structure.txt 1
(of the kinetic) Fine_structure.txt 1
(from the standard) Fine_structure.txt 1
(mass is the) Fine_structure.txt 1
(electron are not) Fine_structure.txt 1
(is one last) Fine_structure.txt 1
(the three components) Fine_structure.txt 1
(calculate the first) Fine_structure.txt 1
(orbitals this is) Fine_structure.txt 1
(to the gross) Fine_structure.txt 1
(energy corrections can) Fine_structure.txt 1
(also edit references) Fine_structure.txt 1
(michelson and edward) Fine_structure.txt 1
(of the fine) Fine_structure.txt 1
(is where we) Fine_structure.txt 1
(and where is) Fine_structure.txt 1
(orbits the nucleus) Fine_structure.txt 1
(dimensionless number equal) Fine_structure.txt 1
(the 2p orbital) Fine_structure.txt 1
(light expanding this) Fine_structure.txt 1
(reference where the) Fine_structure.txt 1
(recalling the unperturbed) Fine_structure.txt 1
(the same energy) Fine_structure.txt 2
(orientation this gives) Fine_structure.txt 1
(orbital momentum and) Fine_structure.txt 1
(the spectral lines) Fine_structure.txt 2
(at the origin) Fine_structure.txt 1
(electron and nucleus) Fine_structure.txt 1
(depending on their) Fine_structure.txt 1
(charles galton darwin) Fine_structure.txt 1
(to approximately relativistic) Fine_structure.txt 1
(compare with the) Fine_structure.txt 1
(the speed of) Fine_structure.txt 1
(standard frame of) Fine_structure.txt 1
(same energy but) Fine_structure.txt 1
(rest energy of) Fine_structure.txt 1
(splitting relative to) Fine_structure.txt 1
(s-state and p-state) Fine_structure.txt 1
(is treated as) Fine_structure.txt 1
(motion or zitterbewegung) Fine_structure.txt 1
(2s orbital the) Fine_structure.txt 1
(worth noting that) Fine_structure.txt 1
(is a certain) Fine_structure.txt 1
(the hyperfine structure) Fine_structure.txt 1
(the mass of) Fine_structure.txt 1
(galton darwin and) Fine_structure.txt 1
(is the principal) Fine_structure.txt 1
(hydrogen atom by) Fine_structure.txt 1
(nature via special) Fine_structure.txt 1
(theory however this) Fine_structure.txt 1
(levels only depend) Fine_structure.txt 1
(wave function of) Fine_structure.txt 1
(from the relativistic) Fine_structure.txt 1
(can be demonstrated) Fine_structure.txt 1
(the nuclear spin) Fine_structure.txt 1
(the spin-orbit term) Fine_structure.txt 1
(electron is stationary) Fine_structure.txt 1
(corrective terms to) Fine_structure.txt 1
(from quantum field) Fine_structure.txt 1
(an electron with) Fine_structure.txt 1
(that affects only) Fine_structure.txt 1
(energy and the) Fine_structure.txt 1
(position using a) Fine_structure.txt 1
(there is one) Fine_structure.txt 1
(derived from perturbation) Fine_structure.txt 1
(nucleus functions as) Fine_structure.txt 1
(perturbation theory however) Fine_structure.txt 1
(coupling and the) Fine_structure.txt 1
(which break the) Fine_structure.txt 1
(of the electron) Fine_structure.txt 6
(allow for the) Fine_structure.txt 1
(the spin g-factor) Fine_structure.txt 1
(to the ground) Fine_structure.txt 1
(s-state is the) Fine_structure.txt 1
(the electrons frame) Fine_structure.txt 1
(quantum fluctuating motion) Fine_structure.txt 1
(of an electron) Fine_structure.txt 1
(function recalling the) Fine_structure.txt 1
(unperturbed hamiltonian we) Fine_structure.txt 1
(equation it is) Fine_structure.txt 1
(fine-structure constant contents) Fine_structure.txt 1
(by this expression) Fine_structure.txt 1
(references edit external) Fine_structure.txt 1
(darwin term changes) Fine_structure.txt 1
(generate a magnetic) Fine_structure.txt 1
(sommerfeld introducing the) Fine_structure.txt 1
(corrections can also) Fine_structure.txt 1
(is given by) Fine_structure.txt 4
(principal quantum number) Fine_structure.txt 2
(a factor of) Fine_structure.txt 1
(case the electron) Fine_structure.txt 1
(smaller correction that) Fine_structure.txt 1
(relativistic effects where) Fine_structure.txt 1
(the electron orbits) Fine_structure.txt 1
(summing the three) Fine_structure.txt 1
(mass of the) Fine_structure.txt 1
(more accurate theory) Fine_structure.txt 1
(these corrections can) Fine_structure.txt 1
(on their relative) Fine_structure.txt 1
(lamb shift a) Fine_structure.txt 1
(treatment by arnold) Fine_structure.txt 1
(be obtained from) Fine_structure.txt 1
(the coulomb interaction) Fine_structure.txt 1
(of non-relativistic electrons) Fine_structure.txt 1
(orbital by raising) Fine_structure.txt 1
(the fluctuations gives) Fine_structure.txt 1
(naturally incorporates relativity) Fine_structure.txt 1
(comes from the) Fine_structure.txt 1
(is the total) Fine_structure.txt 2
(certain energy cost) Fine_structure.txt 1
(of magnitude for) Fine_structure.txt 2
(edit categories hidden) Fine_structure.txt 1
(accurate model takes) Fine_structure.txt 1
(interaction the total) Fine_structure.txt 1
(contains all higher) Fine_structure.txt 1
(electron position using) Fine_structure.txt 1
(accurate theory of) Fine_structure.txt 1
(number equal to) Fine_structure.txt 1
(the lamb shift) Fine_structure.txt 3
(order energy corrections) Fine_structure.txt 1
(2s state by) Fine_structure.txt 1
(fluctuations gives the) Fine_structure.txt 1
(the splitting of) Fine_structure.txt 1
(are not included) Fine_structure.txt 1
(the dirac equation) Fine_structure.txt 3
(the potential due) Fine_structure.txt 1
(fluctuations to compare) Fine_structure.txt 1
(using perturbation theory) Fine_structure.txt 1
(momentum and electron) Fine_structure.txt 1
(is the mass) Fine_structure.txt 1
(scale of the) Fine_structure.txt 1
(a smearing out) Fine_structure.txt 1
(corrections from quantum) Fine_structure.txt 1
(so that there) Fine_structure.txt 1
(is because the) Fine_structure.txt 1
(the bohr radius) Fine_structure.txt 1
(electron spin and) Fine_structure.txt 1
(arises in quantum) Fine_structure.txt 1
(is the fine-structure) Fine_structure.txt 1
(electrons with no) Fine_structure.txt 1
(particles can move) Fine_structure.txt 1
(example it gives) Fine_structure.txt 1
(the atom interact) Fine_structure.txt 1
(as a perturbation) Fine_structure.txt 1
(form of the) Fine_structure.txt 1
(total effect obtained) Fine_structure.txt 1
(spin effects which) Fine_structure.txt 1
(this can be) Fine_structure.txt 1
(potential due to) Fine_structure.txt 1
(the electron and) Fine_structure.txt 1
(creation of virtual) Fine_structure.txt 1
(using this as) Fine_structure.txt 1
(one must add) Fine_structure.txt 1
(of 2 called) Fine_structure.txt 1
(to first order) Fine_structure.txt 1
(splitting of a) Fine_structure.txt 1
(and edward w) Fine_structure.txt 1
(given by where) Fine_structure.txt 1
(the wave function) Fine_structure.txt 1
(and the second) Fine_structure.txt 1
(higher order terms) Fine_structure.txt 1
(bohr theory i.e) Fine_structure.txt 1
(the unperturbed wave) Fine_structure.txt 1
(that arises in) Fine_structure.txt 1
(up is given) Fine_structure.txt 1
(no spin for) Fine_structure.txt 1
(number and is) Fine_structure.txt 2
(using the dirac) Fine_structure.txt 1
(the electron is) Fine_structure.txt 3
(p-state total effect) Fine_structure.txt 1
(darwin term gives) Fine_structure.txt 1
(to the kinetic) Fine_structure.txt 1
(quantum field theory) Fine_structure.txt 1
(the perturbation of) Fine_structure.txt 1
(in this case) Fine_structure.txt 2
(relativistic and spin) Fine_structure.txt 1
(in the other) Fine_structure.txt 1
(term coming from) Fine_structure.txt 1
(where the first) Fine_structure.txt 1
(this as a) Fine_structure.txt 1
(and is given) Fine_structure.txt 1
(hamiltonian is given) Fine_structure.txt 1
(magnetic field however) Fine_structure.txt 1
(spin-orbit term is) Fine_structure.txt 1
(hamiltonian is thus) Fine_structure.txt 1
(corrections can be) Fine_structure.txt 1
(electron with vanishes) Fine_structure.txt 1
(electron orbits the) Fine_structure.txt 1
(electron is treated) Fine_structure.txt 1
(by charles galton) Fine_structure.txt 1
(state by 6977145109124427590) Fine_structure.txt 1
(quantum fluctuations allow) Fine_structure.txt 1
(viewed through a) Fine_structure.txt 1
(a dimensionless number) Fine_structure.txt 1
(or rapid quantum) Fine_structure.txt 1
(lifetime estimated by) Fine_structure.txt 1
(virtual electron-positron pairs) Fine_structure.txt 1
(treated as non-relativistic) Fine_structure.txt 1
(expression above plug) Fine_structure.txt 1
(calculation quantum fluctuations) Fine_structure.txt 1
(i.e before the) Fine_structure.txt 1
(as an effective) Fine_structure.txt 1
(not included see) Fine_structure.txt 1
(by arnold sommerfeld) Fine_structure.txt 1
(momentum and is) Fine_structure.txt 1
(vacuum permittivity and) Fine_structure.txt 1
(the 2s state) Fine_structure.txt 1
(structure splitting of) Fine_structure.txt 1
(magnetic moment due) Fine_structure.txt 1
(expression where is) Fine_structure.txt 1
(the nucleus it) Fine_structure.txt 1
(spin-orbital coupling is) Fine_structure.txt 1
(line spectra is) Fine_structure.txt 1
(during this time) Fine_structure.txt 1
(formulated the total) Fine_structure.txt 1
(also be obtained) Fine_structure.txt 2
(p-state the same) Fine_structure.txt 1
(find then the) Fine_structure.txt 1
(terms to the) Fine_structure.txt 1
(fringes showing fine) Fine_structure.txt 1
(field theory such) Fine_structure.txt 1
(in energy than) Fine_structure.txt 1
(was first obtained) Fine_structure.txt 1
(spin for a) Fine_structure.txt 1
(however the electron) Fine_structure.txt 1
(back to the) Fine_structure.txt 1
(considering a more) Fine_structure.txt 1
(kinetic energy relativistic) Fine_structure.txt 1
(s-state higher in) Fine_structure.txt 1
(expansion of the) Fine_structure.txt 1
(another mechanism that) Fine_structure.txt 1
(using a taylor) Fine_structure.txt 1
(obtained from the) Fine_structure.txt 1
(structure corrections which) Fine_structure.txt 1
(structure energy levels) Fine_structure.txt 1
(with a lifetime) Fine_structure.txt 1
(atom interact with) Fine_structure.txt 1
(the fine-structure constant) Fine_structure.txt 2
(compton wavelength the) Fine_structure.txt 1
(estimated by the) Fine_structure.txt 1
(hamiltonian is where) Fine_structure.txt 1
(precession which comes) Fine_structure.txt 1
(hamiltonian is using) Fine_structure.txt 1
(relativistic form of) Fine_structure.txt 1
(understood by shifting) Fine_structure.txt 1
(a short calculation) Fine_structure.txt 1
(the nucleus instead) Fine_structure.txt 1
(plug in the) Fine_structure.txt 1
(the electron this) Fine_structure.txt 1
(we must use) Fine_structure.txt 1
(constant a dimensionless) Fine_structure.txt 1
(schrdinger equation it) Fine_structure.txt 1
(were left out) Fine_structure.txt 1
(calculate the relativistic) Fine_structure.txt 1
(out of the) Fine_structure.txt 1
(confused with the) Fine_structure.txt 1
(vanishes at the) Fine_structure.txt 1
(mechanics was formulated) Fine_structure.txt 1
(can be understood) Fine_structure.txt 1
(if and otherwise) Fine_structure.txt 1
(categories hidden categories) Fine_structure.txt 1
(edit classically the) Fine_structure.txt 1
(nucleus instead orbits) Fine_structure.txt 1
(at the nucleus) Fine_structure.txt 1
(first order energy) Fine_structure.txt 1
(interference fringes showing) Fine_structure.txt 1
(the nucleus into) Fine_structure.txt 1
(oscillations of the) Fine_structure.txt 1
(have used on) Fine_structure.txt 1
(depend on the) Fine_structure.txt 1
(momentum if and) Fine_structure.txt 1
(electron-positron pairs with) Fine_structure.txt 1
(angular momentum if) Fine_structure.txt 1
(a relativistic form) Fine_structure.txt 1
(for the creation) Fine_structure.txt 1
(a magnetic field) Fine_structure.txt 1
(as non-relativistic the) Fine_structure.txt 1
(interactions kinetic energy) Fine_structure.txt 1
(kinetic energy the) Fine_structure.txt 1
(the exact energies) Fine_structure.txt 1
(distance the particles) Fine_structure.txt 1
(perform this calculation) Fine_structure.txt 1
(spectra predicted by) Fine_structure.txt 1
(slightly different another) Fine_structure.txt 1
(add the three) Fine_structure.txt 1
(time is the) Fine_structure.txt 1
(approximating this yields) Fine_structure.txt 1
(term affects only) Fine_structure.txt 1
(perturbation theory to) Fine_structure.txt 1
(unperturbed wave function) Fine_structure.txt 1
(to fluctuations to) Fine_structure.txt 1
(can be estimated) Fine_structure.txt 1
(structure describes the) Fine_structure.txt 1
(of the spectral) Fine_structure.txt 1
(the unperturbed hamiltonian) Fine_structure.txt 1
(that were left) Fine_structure.txt 1
(there is a) Fine_structure.txt 2
(energy of the) Fine_structure.txt 1
(correction for the) Fine_structure.txt 2
(relative to the) Fine_structure.txt 1
(relativistic correction to) Fine_structure.txt 2
(non-relativistic electrons with) Fine_structure.txt 1
(by the darwin) Fine_structure.txt 1
(with the darwin) Fine_structure.txt 1
(dipole moment of) Fine_structure.txt 1
(contain the hyperfine) Fine_structure.txt 1
(it in this) Fine_structure.txt 1
(precisely for the) Fine_structure.txt 1
(from the coulomb) Fine_structure.txt 1
(term is the) Fine_structure.txt 2
(this expression was) Fine_structure.txt 1
(takes into account) Fine_structure.txt 1
(is the momentum) Fine_structure.txt 1
(the three corrective) Fine_structure.txt 1
(effect obtained by) Fine_structure.txt 1
(1887 laying the) Fine_structure.txt 1
(basis for the) Fine_structure.txt 1
(by the uncertainty) Fine_structure.txt 1
(split the spectral) Fine_structure.txt 1
(the energy corrections) Fine_structure.txt 1
(spin other corrections) Fine_structure.txt 1
(morley in 1887) Fine_structure.txt 1
(last term in) Fine_structure.txt 1
(obtained by summing) Fine_structure.txt 1
(coupling is darwin) Fine_structure.txt 1
(break the degeneracy) Fine_structure.txt 1
(10 ev the) Fine_structure.txt 1
(is where is) Fine_structure.txt 1
(given by this) Fine_structure.txt 1
(dirac equation in) Fine_structure.txt 1
(term the darwin) Fine_structure.txt 1
(where is the) Fine_structure.txt 5
(on the order) Fine_structure.txt 1
(from the quantum) Fine_structure.txt 1
(an effective current) Fine_structure.txt 1
(short calculation quantum) Fine_structure.txt 1
(the old bohr) Fine_structure.txt 1
(via special relativity) Fine_structure.txt 1
(given by is) Fine_structure.txt 1
(one last term) Fine_structure.txt 1
(edit there is) Fine_structure.txt 1
(wavelength the electrons) Fine_structure.txt 1
(not be confused) Fine_structure.txt 1
(into one where) Fine_structure.txt 1
(lines of atoms) Fine_structure.txt 1
(coming from the) Fine_structure.txt 1
(the distance the) Fine_structure.txt 1
(frame of reference) Fine_structure.txt 1
(links edit categories) Fine_structure.txt 1
(on final calculation) Fine_structure.txt 1
(the nucleus the) Fine_structure.txt 1
(stationary and the) Fine_structure.txt 1
(edward w morley) Fine_structure.txt 1
(electron however when) Fine_structure.txt 1
(between the electron) Fine_structure.txt 1
(the effective potential) Fine_structure.txt 1
(thomas precession which) Fine_structure.txt 1
(two magnetic vectors) Fine_structure.txt 1
(with no spin) Fine_structure.txt 1
(cooled deuterium source) Fine_structure.txt 1
(mechanics of non-relativistic) Fine_structure.txt 1
(it is worth) Fine_structure.txt 1
(instead orbits it) Fine_structure.txt 1
(the azimuthal quantum) Fine_structure.txt 1
(hence the delta) Fine_structure.txt 1
(is the rest) Fine_structure.txt 1
(number therefore the) Fine_structure.txt 1
(for the hamiltonian) Fine_structure.txt 1
(only slightly different) Fine_structure.txt 1
(is referred to) Fine_structure.txt 1
(source viewed through) Fine_structure.txt 1
(to the hamiltonian) Fine_structure.txt 2
(edit the fine) Fine_structure.txt 1
(of a cooled) Fine_structure.txt 1
(be interpreted as) Fine_structure.txt 1
(it is referred) Fine_structure.txt 1
(of atoms due) Fine_structure.txt 1
(total angular momentum) Fine_structure.txt 1
(arnold sommerfeld introducing) Fine_structure.txt 1
(first derived by) Fine_structure.txt 1
(structure of line) Fine_structure.txt 1
(demonstrated by a) Fine_structure.txt 1
(zitterbewegung of the) Fine_structure.txt 1
(of virtual electron-positron) Fine_structure.txt 1
(of the energy) Fine_structure.txt 1
(itself has a) Fine_structure.txt 1
(of light expanding) Fine_structure.txt 1
(average potential approximating) Fine_structure.txt 1
(wave function recalling) Fine_structure.txt 1
(changes back to) Fine_structure.txt 1
(first order correction) Fine_structure.txt 1
(taylor expansion the) Fine_structure.txt 1
(shifting from the) Fine_structure.txt 1
(magnetic vectors and) Fine_structure.txt 1
(the s-state is) Fine_structure.txt 1
(otherwise it is) Fine_structure.txt 1
(edit external links) Fine_structure.txt 1
(is the electron) Fine_structure.txt 1
(rapid quantum oscillations) Fine_structure.txt 1
(the quantum fluctuating) Fine_structure.txt 1
(the compton wavelength) Fine_structure.txt 1
(quantum number and) Fine_structure.txt 1
(atom by albert) Fine_structure.txt 1
(first order relativistic) Fine_structure.txt 1
(the hydrogen atom) Fine_structure.txt 3
(term as it) Fine_structure.txt 1
(is the bohr) Fine_structure.txt 1
(has no effect) Fine_structure.txt 1
(only the s-state) Fine_structure.txt 1
(a more accurate) Fine_structure.txt 2
(and the darwin) Fine_structure.txt 1
(correction that arises) Fine_structure.txt 1
(is using this) Fine_structure.txt 1
(due to fluctuations) Fine_structure.txt 1
(the standard frame) Fine_structure.txt 1
(the darwin term) Fine_structure.txt 6
(result to further) Fine_structure.txt 1
(the spin-orbit coupling) Fine_structure.txt 1
(from perturbation theory) Fine_structure.txt 1
(the relativistic correction) Fine_structure.txt 2
(permittivity and is) Fine_structure.txt 1
(other calculations expands) Fine_structure.txt 1
(potential at the) Fine_structure.txt 1
(effects which break) Fine_structure.txt 1
(sommerfeld based on) Fine_structure.txt 1
(w morley in) Fine_structure.txt 1
(energy where the) Fine_structure.txt 1
(spin-orbit interaction for) Fine_structure.txt 1
(z where z) Fine_structure.txt 1
(the two magnetic) Fine_structure.txt 1
(edit references edit) Fine_structure.txt 1
(gives rise to) Fine_structure.txt 1
(factor of 2) Fine_structure.txt 1
(s orbitals this) Fine_structure.txt 1
(only depend on) Fine_structure.txt 1
(for the spin-orbital) Fine_structure.txt 1
(relativistic corrections to) Fine_structure.txt 1
(showing fine structure) Fine_structure.txt 1
(edit main article) Fine_structure.txt 1
(called the thomas) Fine_structure.txt 1
(over the fluctuations) Fine_structure.txt 1
(and the anomalous) Fine_structure.txt 1
(energy relativistic correction) Fine_structure.txt 1
(noting that this) Fine_structure.txt 1
(atom is where) Fine_structure.txt 1
(the atomic number) Fine_structure.txt 1
(obtained by using) Fine_structure.txt 2
(the average potential) Fine_structure.txt 1
(degeneracy of the) Fine_structure.txt 1
(does not contain) Fine_structure.txt 1
(energies are given) Fine_structure.txt 1
(on the old) Fine_structure.txt 1
(contents background edit) Fine_structure.txt 1
(nucleus into one) Fine_structure.txt 1
(use this result) Fine_structure.txt 1
(those pairs this) Fine_structure.txt 1
(order of z) Fine_structure.txt 1
(for the hydrogen) Fine_structure.txt 3
(coulomb interaction the) Fine_structure.txt 1
(to zitterbewegung or) Fine_structure.txt 1
(fabry-prot talon in) Fine_structure.txt 1
(external links edit) Fine_structure.txt 1
(and the nucleus) Fine_structure.txt 1
(can move during) Fine_structure.txt 1
(be demonstrated by) Fine_structure.txt 1
(structure splitting relative) Fine_structure.txt 1
(this equation does) Fine_structure.txt 1
(energies is on) Fine_structure.txt 1
(this expression which) Fine_structure.txt 1
(in atomic physics) Fine_structure.txt 1
(potential this is) Fine_structure.txt 1
(non-relativistic limit of) Fine_structure.txt 1
(equal to approximately) Fine_structure.txt 1
(diracs theory naturally) Fine_structure.txt 1
(model takes into) Fine_structure.txt 1
(expression which contains) Fine_structure.txt 1
(order terms that) Fine_structure.txt 1
(estimated averaging over) Fine_structure.txt 1
(on the potential) Fine_structure.txt 1
(due to the) Fine_structure.txt 1
(because the wave) Fine_structure.txt 1
(three corrective terms) Fine_structure.txt 1
(we find then) Fine_structure.txt 1
(is the distance) Fine_structure.txt 1
(this calculation one) Fine_structure.txt 1
(the theoretical treatment) Fine_structure.txt 1
(the correction due) Fine_structure.txt 1
(included see also) Fine_structure.txt 1
(functions as an) Fine_structure.txt 1
(this is because) Fine_structure.txt 1
(of reference where) Fine_structure.txt 1
(we can calculate) Fine_structure.txt 1
(first order to) Fine_structure.txt 1
(all higher order) Fine_structure.txt 1
(the expectation value) Fine_structure.txt 1
(lamb shift and) Fine_structure.txt 1
(the orbiting nucleus) Fine_structure.txt 1
(that there is) Fine_structure.txt 2
(and p-state the) Fine_structure.txt 1
(a certain energy) Fine_structure.txt 1
(to give the) Fine_structure.txt 1
(the s orbitals) Fine_structure.txt 1
(and spin interactions) Fine_structure.txt 1
(darwin and is) Fine_structure.txt 1
(expression was first) Fine_structure.txt 1
(effect on the) Fine_structure.txt 1
(of line spectra) Fine_structure.txt 1
(by using the) Fine_structure.txt 1
(series we find) Fine_structure.txt 1
(where we have) Fine_structure.txt 1
(is the spin) Fine_structure.txt 1
(edit gross structure) Fine_structure.txt 1
(this gives rise) Fine_structure.txt 1
(gross structure edit) Fine_structure.txt 1
(a magnetic moment) Fine_structure.txt 1
(theory naturally incorporates) Fine_structure.txt 1
(nucleus it can) Fine_structure.txt 1
(since diracs theory) Fine_structure.txt 1
(has a magnetic) Fine_structure.txt 1
(expansion the effect) Fine_structure.txt 1
(measured precisely for) Fine_structure.txt 1
(was first derived) Fine_structure.txt 1
(non-relativistic schrdinger equation) Fine_structure.txt 1
(is darwin term) Fine_structure.txt 1
(limit of the) Fine_structure.txt 1
(three components up) Fine_structure.txt 1
(used on final) Fine_structure.txt 1
(see we can) Fine_structure.txt 1
(relativity we must) Fine_structure.txt 1
(is the vacuum) Fine_structure.txt 1
(through a fabry-prot) Fine_structure.txt 1
(equation since diracs) Fine_structure.txt 1
(in 1887 laying) Fine_structure.txt 1
(of the hamiltonian) Fine_structure.txt 1
(talon in atomic) Fine_structure.txt 1
(calculations expands to) Fine_structure.txt 1
(this time is) Fine_structure.txt 1
(quantum mechanics was) Fine_structure.txt 1
(classically the kinetic) Fine_structure.txt 1
(above plug in) Fine_structure.txt 1
(constant contents background) Fine_structure.txt 1
(spin-orbit coupling and) Fine_structure.txt 1
(function has no) Fine_structure.txt 1
(to as the) Fine_structure.txt 1
(case the orbiting) Fine_structure.txt 1
(non-relativistic expansion of) Fine_structure.txt 1
(must add the) Fine_structure.txt 1
(to the energy) Fine_structure.txt 1
(the energy correction) Fine_structure.txt 1
(angular momentum the) Fine_structure.txt 1
(the distance of) Fine_structure.txt 1
(levels and split) Fine_structure.txt 1
(correction can be) Fine_structure.txt 1
(the first term) Fine_structure.txt 1
(cost depending on) Fine_structure.txt 1
(and otherwise it) Fine_structure.txt 1
(specifically a binomial) Fine_structure.txt 1
(physics the fine) Fine_structure.txt 1
(gives the s-state) Fine_structure.txt 1
(the vacuum permittivity) Fine_structure.txt 1
(term of the) Fine_structure.txt 1
(edit the full) Fine_structure.txt 1
(should not be) Fine_structure.txt 1
(we have used) Fine_structure.txt 1
(shift a further) Fine_structure.txt 1
(by albert a) Fine_structure.txt 1
(taylor series specifically) Fine_structure.txt 1
(atom and where) Fine_structure.txt 1
(relative orientation this) Fine_structure.txt 1
(is the atomic) Fine_structure.txt 1
(is on the) Fine_structure.txt 1
