(telescope objectives adapted) Long_focus_lens.txt 1
(in astrophotography telescopes) Long_focus_lens.txt 1
(also edit references) Long_focus_lens.txt 1
(other long lenses) Long_focus_lens.txt 1
(photographer stands closer) Long_focus_lens.txt 1
(adapted as long-focus) Long_focus_lens.txt 1
(in that near) Long_focus_lens.txt 1
(mount is smaller) Long_focus_lens.txt 1
(so-called normal lens) Long_focus_lens.txt 1
(also referred to) Long_focus_lens.txt 1
(large flat field) Long_focus_lens.txt 1
(diagonal measure of) Long_focus_lens.txt 1
(in a millimeter) Long_focus_lens.txt 1
(format is conventionally) Long_focus_lens.txt 1
(magnified with magnification) Long_focus_lens.txt 1
(more pleasing perspective) Long_focus_lens.txt 1
(and the fact) Long_focus_lens.txt 1
(exaggerate it this) Long_focus_lens.txt 1
(lens requires an) Long_focus_lens.txt 1
(for dolly zooms) Long_focus_lens.txt 1
(focus exaggerate it) Long_focus_lens.txt 1
(the film for) Long_focus_lens.txt 1
(adapted as early) Long_focus_lens.txt 1
(the camera lens) Long_focus_lens.txt 1
(location one with) Long_focus_lens.txt 1
(are often used) Long_focus_lens.txt 1
(long-focus lens wikipedia) Long_focus_lens.txt 1
(edges telescopes are) Long_focus_lens.txt 1
(flat field like) Long_focus_lens.txt 1
(to make the) Long_focus_lens.txt 1
(for the standard) Long_focus_lens.txt 1
(two images taken) Long_focus_lens.txt 1
(to show optical) Long_focus_lens.txt 1
(photograph can appear) Long_focus_lens.txt 1
(and sensor formats) Long_focus_lens.txt 1
(images have been) Long_focus_lens.txt 1
(the same relative) Long_focus_lens.txt 1
(below that although) Long_focus_lens.txt 1
(the lens shorter) Long_focus_lens.txt 1
(design in photography) Long_focus_lens.txt 1
(make the physical) Long_focus_lens.txt 1
(and a wide-angle) Long_focus_lens.txt 1
(used to make) Long_focus_lens.txt 1
(alternative to the) Long_focus_lens.txt 1
(as digiscoping see) Long_focus_lens.txt 1
(vision and long-focus) Long_focus_lens.txt 1
(object remains the) Long_focus_lens.txt 1
(telescopes are adapted) Long_focus_lens.txt 1
(a subject in) Long_focus_lens.txt 1
(physical length of) Long_focus_lens.txt 1
(tend to show) Long_focus_lens.txt 2
(and the other) Long_focus_lens.txt 1
(zooms the perspective) Long_focus_lens.txt 1
(above photos were) Long_focus_lens.txt 1
(is left attached) Long_focus_lens.txt 1
(of non-telephoto design) Long_focus_lens.txt 1
(since the late) Long_focus_lens.txt 1
(wikipedia redirected from) Long_focus_lens.txt 1
(the telescopes eyepiece) Long_focus_lens.txt 1
(image to separate) Long_focus_lens.txt 1
(visual use so) Long_focus_lens.txt 1
(camera lens which) Long_focus_lens.txt 1
(using long-focus lenses) Long_focus_lens.txt 1
(than the diagonal) Long_focus_lens.txt 1
(can appear out) Long_focus_lens.txt 1
(1990s compact digital) Long_focus_lens.txt 1
(an astronomical role) Long_focus_lens.txt 1
(as a correct) Long_focus_lens.txt 1
(19th century images) Long_focus_lens.txt 1
(value written on) Long_focus_lens.txt 1
(the background in) Long_focus_lens.txt 1
(longer than the) Long_focus_lens.txt 1
(appear magnified with) Long_focus_lens.txt 1
(to produce a) Long_focus_lens.txt 1
(mm film format) Long_focus_lens.txt 1
(viewing location two) Long_focus_lens.txt 1
(will show identical) Long_focus_lens.txt 1
(picture directly through) Long_focus_lens.txt 1
(written on the) Long_focus_lens.txt 1
(proportion to each) Long_focus_lens.txt 1
(it is used) Long_focus_lens.txt 1
(the invention of) Long_focus_lens.txt 1
(common type of) Long_focus_lens.txt 1
(length lenses are) Long_focus_lens.txt 1
(for a more) Long_focus_lens.txt 1
(the photographer often) Long_focus_lens.txt 1
(the other two) Long_focus_lens.txt 1
(using a long) Long_focus_lens.txt 1
(photographer and the) Long_focus_lens.txt 1
(the perspective from) Long_focus_lens.txt 1
(of long-focus lenses) Long_focus_lens.txt 1
(the focal length) Long_focus_lens.txt 2
(left attached taking) Long_focus_lens.txt 1
(500 mm lens) Long_focus_lens.txt 1
(the photographer and) Long_focus_lens.txt 1
(lens mount controlling) Long_focus_lens.txt 1
(afocal photography a) Long_focus_lens.txt 1
(same size the) Long_focus_lens.txt 1
(camera lens requires) Long_focus_lens.txt 1
(preferred for a) Long_focus_lens.txt 1
(field like dedicated) Long_focus_lens.txt 1
(different portions of) Long_focus_lens.txt 1
(long lenses thus) Long_focus_lens.txt 1
(long-focus lenses long-focus) Long_focus_lens.txt 1
(the physical length) Long_focus_lens.txt 1
(to use a) Long_focus_lens.txt 1
(microscopy to use) Long_focus_lens.txt 1
(lenses compress the) Long_focus_lens.txt 1
(comparing magnification by) Long_focus_lens.txt 1
(objects appear magnified) Long_focus_lens.txt 2
(used for dolly) Long_focus_lens.txt 1
(on the distance) Long_focus_lens.txt 1
(digital cameras have) Long_focus_lens.txt 1
(relative focal length) Long_focus_lens.txt 1
(to the type) Long_focus_lens.txt 1
(to each other) Long_focus_lens.txt 2
(optical telescopes including) Long_focus_lens.txt 1
(as early portrait) Long_focus_lens.txt 1
(length is usually) Long_focus_lens.txt 1
(length for 35) Long_focus_lens.txt 1
(far objects appear) Long_focus_lens.txt 1
(is usually preferred) Long_focus_lens.txt 1
(effect is similar) Long_focus_lens.txt 1
(the perspective of) Long_focus_lens.txt 1
(when the depth) Long_focus_lens.txt 1
(moving closer however) Long_focus_lens.txt 1
(dolly zooms the) Long_focus_lens.txt 1
(1.25 inch mount) Long_focus_lens.txt 1
(make it easier) Long_focus_lens.txt 1
(near and far) Long_focus_lens.txt 1
(redirected from long) Long_focus_lens.txt 1
(lenses edit sports) Long_focus_lens.txt 1
(for the system) Long_focus_lens.txt 1
(special lens group) Long_focus_lens.txt 1
(the given subject) Long_focus_lens.txt 1
(telephoto group to) Long_focus_lens.txt 1
(photographers long lenses) Long_focus_lens.txt 1
(exhibited by shorter) Long_focus_lens.txt 1
(which has a) Long_focus_lens.txt 1
(focal length is) Long_focus_lens.txt 1
(a large flat) Long_focus_lens.txt 1
(for 35 mm) Long_focus_lens.txt 1
(to keep the) Long_focus_lens.txt 1
(for visual use) Long_focus_lens.txt 1
(size the background) Long_focus_lens.txt 1
(however the long-focus-lens) Long_focus_lens.txt 1
(of field is) Long_focus_lens.txt 1
(using lenses of) Long_focus_lens.txt 1
(weight and the) Long_focus_lens.txt 1
(most common type) Long_focus_lens.txt 1
(50 mm focal) Long_focus_lens.txt 1
(a function solely) Long_focus_lens.txt 1
(through the telescopes) Long_focus_lens.txt 1
(usually a t-mount) Long_focus_lens.txt 1
(photographer an alternative) Long_focus_lens.txt 1
(background more even) Long_focus_lens.txt 1
(distant location long) Long_focus_lens.txt 1
(long-focus lenses in) Long_focus_lens.txt 1
(shorter than the) Long_focus_lens.txt 1
(lenses and tend) Long_focus_lens.txt 1
(so they are) Long_focus_lens.txt 1
(as with other) Long_focus_lens.txt 1
(sometimes use this) Long_focus_lens.txt 1
(the more distant) Long_focus_lens.txt 1
(sensor that receives) Long_focus_lens.txt 1
(distant objects appear) Long_focus_lens.txt 2
(with magnification increasing) Long_focus_lens.txt 1
(expressed in a) Long_focus_lens.txt 1
(separate it from) Long_focus_lens.txt 1
(for aperture adjustment) Long_focus_lens.txt 1
(the background more) Long_focus_lens.txt 1
(stands closer to) Long_focus_lens.txt 1
(being used in) Long_focus_lens.txt 1
(the most common) Long_focus_lens.txt 1
(telescopes including telescope) Long_focus_lens.txt 1
(particular object observe) Long_focus_lens.txt 1
(size thus perspective) Long_focus_lens.txt 1
(camera lenses the) Long_focus_lens.txt 1
(make distant objects) Long_focus_lens.txt 1
(lens a 500) Long_focus_lens.txt 1
(lens wikipedia redirected) Long_focus_lens.txt 1
(of proportion to) Long_focus_lens.txt 1
(the telephoto lens) Long_focus_lens.txt 1
(easier to blur) Long_focus_lens.txt 1
(not corrected to) Long_focus_lens.txt 1
(location two images) Long_focus_lens.txt 1
(the same photographers) Long_focus_lens.txt 1
(relative size to) Long_focus_lens.txt 1
(as a camera) Long_focus_lens.txt 1
(machine vision and) Long_focus_lens.txt 1
(a correct perspective) Long_focus_lens.txt 1
(field edges telescopes) Long_focus_lens.txt 1
(will sometimes use) Long_focus_lens.txt 1
(given focal lengths) Long_focus_lens.txt 1
(edit references edit) Long_focus_lens.txt 1
(length that is) Long_focus_lens.txt 1
(are best known) Long_focus_lens.txt 1
(than the focal) Long_focus_lens.txt 1
(show optical aberration) Long_focus_lens.txt 1
(like dedicated camera) Long_focus_lens.txt 1
(mount controlling exposure) Long_focus_lens.txt 1
(when the photographer) Long_focus_lens.txt 1
(requires an adapter) Long_focus_lens.txt 1
(an image to) Long_focus_lens.txt 1
(were taken using) Long_focus_lens.txt 1
(from the more) Long_focus_lens.txt 1
(show identical perspective) Long_focus_lens.txt 1
(in turn attaches) Long_focus_lens.txt 1
(out of proportion) Long_focus_lens.txt 1
(types classified by) Long_focus_lens.txt 1
(almost always lack) Long_focus_lens.txt 1
(a camera lens) Long_focus_lens.txt 2
(wide-angle lens as) Long_focus_lens.txt 1
(image it is) Long_focus_lens.txt 1
(give a photographer) Long_focus_lens.txt 1
(from the same) Long_focus_lens.txt 2
(the long-focus-lens shot) Long_focus_lens.txt 1
(referred to as) Long_focus_lens.txt 2
(appear magnified this) Long_focus_lens.txt 1
(always lack diaphragms) Long_focus_lens.txt 1
(lens itself also) Long_focus_lens.txt 1
(thus perspective is) Long_focus_lens.txt 1
(corrected to produce) Long_focus_lens.txt 1
(is the same) Long_focus_lens.txt 1
(same location one) Long_focus_lens.txt 1
(by exposure time) Long_focus_lens.txt 1
(pleasing perspective for) Long_focus_lens.txt 1
(from long focus) Long_focus_lens.txt 1
(photographs taken from) Long_focus_lens.txt 1
(aberration since the) Long_focus_lens.txt 1
(changes size thus) Long_focus_lens.txt 1
(attached taking a) Long_focus_lens.txt 1
(of long-focus lens) Long_focus_lens.txt 1
(lens shorter than) Long_focus_lens.txt 1
(to blur the) Long_focus_lens.txt 1
(of the film) Long_focus_lens.txt 1
(given subject different) Long_focus_lens.txt 1
(perspective for portraits) Long_focus_lens.txt 1
(telephoto lens which) Long_focus_lens.txt 1
(conventionally regarded as) Long_focus_lens.txt 1
(field is the) Long_focus_lens.txt 1
(they are not) Long_focus_lens.txt 1
(also make it) Long_focus_lens.txt 1
(identical perspective in) Long_focus_lens.txt 1
(35 mm camera) Long_focus_lens.txt 1
(role in astrophotography) Long_focus_lens.txt 1
(different focal lengths) Long_focus_lens.txt 1
(perspective is a) Long_focus_lens.txt 1
(angle lens and) Long_focus_lens.txt 1
(usually expressed in) Long_focus_lens.txt 1
(fact that the) Long_focus_lens.txt 1
(distance between objects) Long_focus_lens.txt 1
(with a tripod) Long_focus_lens.txt 1
(the film or) Long_focus_lens.txt 1
(normal lens 50) Long_focus_lens.txt 1
(is similar to) Long_focus_lens.txt 1
(moves to keep) Long_focus_lens.txt 1
(the subject this) Long_focus_lens.txt 1
(to the given) Long_focus_lens.txt 1
(long focus lens) Long_focus_lens.txt 1
(is a function) Long_focus_lens.txt 1
(length of the) Long_focus_lens.txt 1
(appears to compress) Long_focus_lens.txt 1
(same image size) Long_focus_lens.txt 1
(perspective is dependent) Long_focus_lens.txt 1
(objectives adapted as) Long_focus_lens.txt 1
(lens is left) Long_focus_lens.txt 1
(a longer lens) Long_focus_lens.txt 1
(or filters since) Long_focus_lens.txt 1
(lenses where when) Long_focus_lens.txt 1
(of the lens) Long_focus_lens.txt 1
(edit sports photographers) Long_focus_lens.txt 1
(example a 500) Long_focus_lens.txt 1
(is not the) Long_focus_lens.txt 1
(closer however the) Long_focus_lens.txt 1
(background blurring is) Long_focus_lens.txt 1
(to make distant) Long_focus_lens.txt 1
(of depth and) Long_focus_lens.txt 1
(magnified still photography) Long_focus_lens.txt 1
(and the subject) Long_focus_lens.txt 1
(is dependent on) Long_focus_lens.txt 1
(of three basic) Long_focus_lens.txt 1
(focal length contents) Long_focus_lens.txt 1
(where the camera) Long_focus_lens.txt 1
(closer to the) Long_focus_lens.txt 2
(long lenses also) Long_focus_lens.txt 1
(a telescope as) Long_focus_lens.txt 1
(is one of) Long_focus_lens.txt 1
(references edit categories) Long_focus_lens.txt 1
(that near and) Long_focus_lens.txt 1
(observe in the) Long_focus_lens.txt 1
(constant object size) Long_focus_lens.txt 1
(telescopes almost always) Long_focus_lens.txt 1
(compress the perception) Long_focus_lens.txt 1
(dedicated camera lenses) Long_focus_lens.txt 1
(photography in the) Long_focus_lens.txt 1
(focus lenses compress) Long_focus_lens.txt 1
(type of long-focus) Long_focus_lens.txt 1
(portraits telescopes as) Long_focus_lens.txt 1
(are adapted as) Long_focus_lens.txt 1
(normally intended for) Long_focus_lens.txt 1
(the field edges) Long_focus_lens.txt 1
(known for making) Long_focus_lens.txt 1
(vignetting around the) Long_focus_lens.txt 1
(the comparison images) Long_focus_lens.txt 1
(size to each) Long_focus_lens.txt 1
(a more pleasing) Long_focus_lens.txt 1
(lens the most) Long_focus_lens.txt 1
(depth and the) Long_focus_lens.txt 1
(longer lens is) Long_focus_lens.txt 1
(objects due to) Long_focus_lens.txt 1
(similar to moving) Long_focus_lens.txt 1
(in the 19th) Long_focus_lens.txt 1
(moving closer to) Long_focus_lens.txt 1
(image size on) Long_focus_lens.txt 1
(by photographers long) Long_focus_lens.txt 1
(sports photographers using) Long_focus_lens.txt 1
(focal length lenses) Long_focus_lens.txt 2
(contents effects of) Long_focus_lens.txt 1
(a 500 mm) Long_focus_lens.txt 2
(in an astronomical) Long_focus_lens.txt 1
(besides being used) Long_focus_lens.txt 1
(group to make) Long_focus_lens.txt 1
(between the photographer) Long_focus_lens.txt 1
(photography a long-focus) Long_focus_lens.txt 1
(tube eyepiece mount) Long_focus_lens.txt 1
(cameras have been) Long_focus_lens.txt 1
(eyepiece lens itself) Long_focus_lens.txt 1
(telescopes are normally) Long_focus_lens.txt 1
(usually preferred for) Long_focus_lens.txt 1
(a particular object) Long_focus_lens.txt 1
(lens to magnification) Long_focus_lens.txt 1
(this background blurring) Long_focus_lens.txt 1
(than many film) Long_focus_lens.txt 1
(appear out of) Long_focus_lens.txt 1
(where when the) Long_focus_lens.txt 1
(lens 50 mm) Long_focus_lens.txt 1
(the shorter focus) Long_focus_lens.txt 1
(filters since telescopes) Long_focus_lens.txt 1
(taking a picture) Long_focus_lens.txt 1
(lengths on photographs) Long_focus_lens.txt 1
(millimeter value written) Long_focus_lens.txt 1
(so they tend) Long_focus_lens.txt 1
(portrait lenses besides) Long_focus_lens.txt 1
(compress the distance) Long_focus_lens.txt 1
(from the subject) Long_focus_lens.txt 1
(is used to) Long_focus_lens.txt 1
(a wide-angle lens) Long_focus_lens.txt 1
(is longer than) Long_focus_lens.txt 1
(a tripod because) Long_focus_lens.txt 1
(the 19th century) Long_focus_lens.txt 1
(the photographer stands) Long_focus_lens.txt 1
(intended for visual) Long_focus_lens.txt 1
(three basic photographic) Long_focus_lens.txt 1
(mount usually a) Long_focus_lens.txt 1
(the same location) Long_focus_lens.txt 1
(due to the) Long_focus_lens.txt 1
(optical aberration since) Long_focus_lens.txt 1
(mm lens the) Long_focus_lens.txt 1
(its image it) Long_focus_lens.txt 1
(lenses long-focus lenses) Long_focus_lens.txt 1
(magnified this effect) Long_focus_lens.txt 1
(on the lens) Long_focus_lens.txt 1
(using standard optical) Long_focus_lens.txt 1
(longer focus lenses) Long_focus_lens.txt 1
(object observe in) Long_focus_lens.txt 1
(function solely of) Long_focus_lens.txt 1
(standard optical telescopes) Long_focus_lens.txt 1
(location long lenses) Long_focus_lens.txt 1
(the perception of) Long_focus_lens.txt 1
(bokeh by photographers) Long_focus_lens.txt 1
(background changes size) Long_focus_lens.txt 1
(the standard 1.25) Long_focus_lens.txt 1
(is conventionally regarded) Long_focus_lens.txt 1
(the 1.25 inch) Long_focus_lens.txt 1
(in afocal photography) Long_focus_lens.txt 1
(a picture directly) Long_focus_lens.txt 1
(increased weight and) Long_focus_lens.txt 1
(from the invention) Long_focus_lens.txt 1
(adapter for the) Long_focus_lens.txt 2
(lenses are used) Long_focus_lens.txt 1
(edit from the) Long_focus_lens.txt 1
(same since perspective) Long_focus_lens.txt 1
(and tend to) Long_focus_lens.txt 1
(by using a) Long_focus_lens.txt 1
(show vignetting around) Long_focus_lens.txt 1
(use this effect) Long_focus_lens.txt 1
(subject the longer) Long_focus_lens.txt 1
(as bokeh by) Long_focus_lens.txt 1
(is smaller than) Long_focus_lens.txt 1
(with other types) Long_focus_lens.txt 1
(long-focus lens will) Long_focus_lens.txt 1
(classified by relative) Long_focus_lens.txt 1
(often referred to) Long_focus_lens.txt 1
(images taken from) Long_focus_lens.txt 1
(invention of photography) Long_focus_lens.txt 1
(between objects due) Long_focus_lens.txt 1
(surveillance machine vision) Long_focus_lens.txt 1
(a long-focus lens) Long_focus_lens.txt 3
(length lenses where) Long_focus_lens.txt 1
(blurring is often) Long_focus_lens.txt 1
(perspective in that) Long_focus_lens.txt 1
(shake is magnified) Long_focus_lens.txt 1
(lens of non-telephoto) Long_focus_lens.txt 1
(time gain or) Long_focus_lens.txt 1
(see also edit) Long_focus_lens.txt 1
(one with a) Long_focus_lens.txt 1
(other two being) Long_focus_lens.txt 1
(around the field) Long_focus_lens.txt 1
(lens is the) Long_focus_lens.txt 1
(controlling exposure is) Long_focus_lens.txt 1
(35 mm film) Long_focus_lens.txt 1
(use so they) Long_focus_lens.txt 1
(particular lens mount) Long_focus_lens.txt 1
(film and sensor) Long_focus_lens.txt 1
(photographic lens types) Long_focus_lens.txt 1
(perspective though a) Long_focus_lens.txt 1
(non-telephoto design in) Long_focus_lens.txt 1
(still photography edit) Long_focus_lens.txt 1
(a photographer an) Long_focus_lens.txt 1
(size edit the) Long_focus_lens.txt 1
(measure of the) Long_focus_lens.txt 1
(a wide angle) Long_focus_lens.txt 1
(inch mount is) Long_focus_lens.txt 1
(of a subject) Long_focus_lens.txt 1
(in nature photography) Long_focus_lens.txt 1
(the so-called normal) Long_focus_lens.txt 1
(long-focus lenses are) Long_focus_lens.txt 1
(to an adapter) Long_focus_lens.txt 1
(lens which incorporate) Long_focus_lens.txt 1
(perspective distortion exhibited) Long_focus_lens.txt 1
(defocus the background) Long_focus_lens.txt 1
(magnification by using) Long_focus_lens.txt 1
(perspective of the) Long_focus_lens.txt 1
(a special lens) Long_focus_lens.txt 1
(each other long) Long_focus_lens.txt 1
(with a wide) Long_focus_lens.txt 1
(best known for) Long_focus_lens.txt 1
(used a long-focus) Long_focus_lens.txt 1
(effects of long-focus) Long_focus_lens.txt 1
(t-mount adapter which) Long_focus_lens.txt 1
(longer focal length) Long_focus_lens.txt 1
(type of perspective) Long_focus_lens.txt 1
(it this effect) Long_focus_lens.txt 1
(century images have) Long_focus_lens.txt 1
(that receives its) Long_focus_lens.txt 1
(making distant objects) Long_focus_lens.txt 1
(in photography a) Long_focus_lens.txt 1
(lenses are best) Long_focus_lens.txt 1
(late 1990s compact) Long_focus_lens.txt 1
(the subject the) Long_focus_lens.txt 1
(photography edit effect) Long_focus_lens.txt 1
(depth of field) Long_focus_lens.txt 1
(to defocus the) Long_focus_lens.txt 1
(adapter which in) Long_focus_lens.txt 1
(lenses of the) Long_focus_lens.txt 1
(lens and a) Long_focus_lens.txt 1
(effect is also) Long_focus_lens.txt 1
(photos were taken) Long_focus_lens.txt 1
(the foreground object) Long_focus_lens.txt 1
(lens as with) Long_focus_lens.txt 1
(the depth of) Long_focus_lens.txt 1
(as a telephoto) Long_focus_lens.txt 1
(magnification by moving) Long_focus_lens.txt 1
(of the increased) Long_focus_lens.txt 1
(including telescope objectives) Long_focus_lens.txt 1
(camera using lenses) Long_focus_lens.txt 1
(other types of) Long_focus_lens.txt 1
(in a photograph) Long_focus_lens.txt 1
(long-focus lens of) Long_focus_lens.txt 1
(distortion exhibited by) Long_focus_lens.txt 1
(focal lengths on) Long_focus_lens.txt 1
(to show vignetting) Long_focus_lens.txt 1
(the system camera) Long_focus_lens.txt 1
(that although the) Long_focus_lens.txt 1
(focal lengths constant) Long_focus_lens.txt 1
(foreground object remains) Long_focus_lens.txt 1
(a 35 mm) Long_focus_lens.txt 1
(it from the) Long_focus_lens.txt 1
(focus lens a) Long_focus_lens.txt 1
(portions of a) Long_focus_lens.txt 1
(the longer focus) Long_focus_lens.txt 1
(effect of camera) Long_focus_lens.txt 1
(the diagonal measure) Long_focus_lens.txt 1
(even when the) Long_focus_lens.txt 1
(camera lenses and) Long_focus_lens.txt 1
(lenses are often) Long_focus_lens.txt 1
(lenses thus give) Long_focus_lens.txt 1
(the same image) Long_focus_lens.txt 1
(inch tube eyepiece) Long_focus_lens.txt 1
(film or sensor) Long_focus_lens.txt 1
(by relative focal) Long_focus_lens.txt 1
(photographers will sometimes) Long_focus_lens.txt 1
(focal length that) Long_focus_lens.txt 1
(the given focal) Long_focus_lens.txt 1
(same photographers will) Long_focus_lens.txt 1
(lenses the focal) Long_focus_lens.txt 1
(in the comparison) Long_focus_lens.txt 1
(film for a) Long_focus_lens.txt 1
(with a long-focus) Long_focus_lens.txt 1
(long-focus microscopy to) Long_focus_lens.txt 1
(also used for) Long_focus_lens.txt 1
(of camera shake) Long_focus_lens.txt 1
(that the effect) Long_focus_lens.txt 1
(solely of viewing) Long_focus_lens.txt 1
(for making distant) Long_focus_lens.txt 1
(subject different portions) Long_focus_lens.txt 1
(lens is one) Long_focus_lens.txt 1
(a long lens) Long_focus_lens.txt 1
(which in turn) Long_focus_lens.txt 1
(types of camera) Long_focus_lens.txt 1
(turn attaches to) Long_focus_lens.txt 1
(a photograph can) Long_focus_lens.txt 1
(of camera lenses) Long_focus_lens.txt 1
(many film and) Long_focus_lens.txt 1
(keep the same) Long_focus_lens.txt 1
(diaphragms for aperture) Long_focus_lens.txt 1
(to the perspective) Long_focus_lens.txt 1
(to compress the) Long_focus_lens.txt 1
(to the object) Long_focus_lens.txt 1
(is often referred) Long_focus_lens.txt 1
(have been used) Long_focus_lens.txt 1
(is also used) Long_focus_lens.txt 1
(the background changes) Long_focus_lens.txt 1
(mm long-focus lens) Long_focus_lens.txt 1
(have been captured) Long_focus_lens.txt 1
(dependent on the) Long_focus_lens.txt 1
(astrophotography telescopes are) Long_focus_lens.txt 1
(the above photos) Long_focus_lens.txt 1
(photography a technique) Long_focus_lens.txt 1
(an adapter for) Long_focus_lens.txt 2
(but is not) Long_focus_lens.txt 1
(lens which has) Long_focus_lens.txt 1
(object size edit) Long_focus_lens.txt 1
(photographer often moves) Long_focus_lens.txt 1
(normal lens and) Long_focus_lens.txt 1
(receives its image) Long_focus_lens.txt 1
(of the given) Long_focus_lens.txt 1
(perspective from the) Long_focus_lens.txt 1
(is usually expressed) Long_focus_lens.txt 1
(been used in) Long_focus_lens.txt 1
(lens group known) Long_focus_lens.txt 1
(correct perspective though) Long_focus_lens.txt 1
(are normally intended) Long_focus_lens.txt 1
(being a normal) Long_focus_lens.txt 1
(that is longer) Long_focus_lens.txt 1
(a telephoto group) Long_focus_lens.txt 1
(itself also referred) Long_focus_lens.txt 1
(the object but) Long_focus_lens.txt 1
(early portrait lenses) Long_focus_lens.txt 1
(thus give a) Long_focus_lens.txt 1
(known as a) Long_focus_lens.txt 1
(lenses edit from) Long_focus_lens.txt 1
(the increased weight) Long_focus_lens.txt 1
(perception of depth) Long_focus_lens.txt 1
(shorter focus exaggerate) Long_focus_lens.txt 1
(s particular lens) Long_focus_lens.txt 1
(focal length for) Long_focus_lens.txt 1
(photographers using long-focus) Long_focus_lens.txt 1
(long lens to) Long_focus_lens.txt 1
(exposure time gain) Long_focus_lens.txt 1
(a millimeter value) Long_focus_lens.txt 1
(regarded as a) Long_focus_lens.txt 1
(to magnification by) Long_focus_lens.txt 1
(the same since) Long_focus_lens.txt 1
(this effect is) Long_focus_lens.txt 2
(lens types classified) Long_focus_lens.txt 1
(which incorporate a) Long_focus_lens.txt 1
