(earth without touching) Total_penumbral_lunar_eclipse.txt 1
(have 7 saros) Total_penumbral_lunar_eclipse.txt 1
(eclipses within two) Total_penumbral_lunar_eclipse.txt 1
(southern penumbral edges) Total_penumbral_lunar_eclipse.txt 1
(distribution of these) Total_penumbral_lunar_eclipse.txt 1
(two years list) Total_penumbral_lunar_eclipse.txt 1
(earths northern or) Total_penumbral_lunar_eclipse.txt 1
(contents frequency edit) Total_penumbral_lunar_eclipse.txt 1
(13x saros 258) Total_penumbral_lunar_eclipse.txt 1
(diameter is larger) Total_penumbral_lunar_eclipse.txt 1
(juist inverted source) Total_penumbral_lunar_eclipse.txt 1
(eclipses that are) Total_penumbral_lunar_eclipse.txt 1
(218 12x saros) Total_penumbral_lunar_eclipse.txt 1
(frequency edit such) Total_penumbral_lunar_eclipse.txt 1
(orbit depending on) Total_penumbral_lunar_eclipse.txt 1
(eclipses varies by) Total_penumbral_lunar_eclipse.txt 1
(small where the) Total_penumbral_lunar_eclipse.txt 1
(occurs when the) Total_penumbral_lunar_eclipse.txt 1
(it is a) Total_penumbral_lunar_eclipse.txt 1
(also http://www.jir1667.plus.com/shadow/consecutive-penumbral-total-lunar-eclipses.png red) Total_penumbral_lunar_eclipse.txt 1
(century with the) Total_penumbral_lunar_eclipse.txt 1
(moon enters it) Total_penumbral_lunar_eclipse.txt 1
(its orbit around) Total_penumbral_lunar_eclipse.txt 1
(narrow path for) Total_penumbral_lunar_eclipse.txt 1
(a total penumbral) Total_penumbral_lunar_eclipse.txt 2
(eclipse occurs at) Total_penumbral_lunar_eclipse.txt 1
(the majority of) Total_penumbral_lunar_eclipse.txt 1
(four total umbral) Total_penumbral_lunar_eclipse.txt 1
(6 114 is) Total_penumbral_lunar_eclipse.txt 1
(moon crosses it) Total_penumbral_lunar_eclipse.txt 1
(of the time) Total_penumbral_lunar_eclipse.txt 1
(116 7x saros) Total_penumbral_lunar_eclipse.txt 1
(5012500 edit the) Total_penumbral_lunar_eclipse.txt 1
(penumbra is determined) Total_penumbral_lunar_eclipse.txt 1
(total penumbral total) Total_penumbral_lunar_eclipse.txt 1
(saros in the) Total_penumbral_lunar_eclipse.txt 1
(dots means negative) Total_penumbral_lunar_eclipse.txt 1
(constitute a relatively) Total_penumbral_lunar_eclipse.txt 1
(umbra it is) Total_penumbral_lunar_eclipse.txt 1
(positieve gamma and) Total_penumbral_lunar_eclipse.txt 1
(too small where) Total_penumbral_lunar_eclipse.txt 1
(saros 116 7x) Total_penumbral_lunar_eclipse.txt 1
(266 13x saros) Total_penumbral_lunar_eclipse.txt 1
(nearest perigee or) Total_penumbral_lunar_eclipse.txt 1
(the moon and) Total_penumbral_lunar_eclipse.txt 1
(9x saros 247) Total_penumbral_lunar_eclipse.txt 1
(https://www.iau.org/administration/membership/individual/6886 summary frequency) Total_penumbral_lunar_eclipse.txt 1
(is a lunar) Total_penumbral_lunar_eclipse.txt 1
(determined by the) Total_penumbral_lunar_eclipse.txt 1
(time of the) Total_penumbral_lunar_eclipse.txt 1
(was a total) Total_penumbral_lunar_eclipse.txt 1
(95 and 114) Total_penumbral_lunar_eclipse.txt 1
(is determined by) Total_penumbral_lunar_eclipse.txt 1
(set of four) Total_penumbral_lunar_eclipse.txt 1
(relatively small fraction) Total_penumbral_lunar_eclipse.txt 1
(saros 258 9x) Total_penumbral_lunar_eclipse.txt 1
(for saros 19) Total_penumbral_lunar_eclipse.txt 1
(edges in addition) Total_penumbral_lunar_eclipse.txt 1
(saros 58 6x) Total_penumbral_lunar_eclipse.txt 1
(the umbra it) Total_penumbral_lunar_eclipse.txt 2
(saros 118 7x) Total_penumbral_lunar_eclipse.txt 1
(saros 58 95) Total_penumbral_lunar_eclipse.txt 1
(that most eclipses) Total_penumbral_lunar_eclipse.txt 1
(eclipses and the) Total_penumbral_lunar_eclipse.txt 1
(moons angular diameter) Total_penumbral_lunar_eclipse.txt 1
(eclipse and the) Total_penumbral_lunar_eclipse.txt 1
(on whether the) Total_penumbral_lunar_eclipse.txt 1
(132 have 7) Total_penumbral_lunar_eclipse.txt 1
(correlates with the) Total_penumbral_lunar_eclipse.txt 1
(11x saros 39) Total_penumbral_lunar_eclipse.txt 1
(blue dots means) Total_penumbral_lunar_eclipse.txt 1
(saros 19 see) Total_penumbral_lunar_eclipse.txt 1
(32 and 132) Total_penumbral_lunar_eclipse.txt 1
(moon and the) Total_penumbral_lunar_eclipse.txt 1
(times per century) Total_penumbral_lunar_eclipse.txt 1
(penumbral total umbral) Total_penumbral_lunar_eclipse.txt 1
(penumbral edges in) Total_penumbral_lunar_eclipse.txt 1
(tetrad events 5012500) Total_penumbral_lunar_eclipse.txt 1
(penumbra where the) Total_penumbral_lunar_eclipse.txt 1
(is larger than) Total_penumbral_lunar_eclipse.txt 1
(edit the frequency) Total_penumbral_lunar_eclipse.txt 1
(inverted source https://www.iau.org/administration/membership/individual/6886) Total_penumbral_lunar_eclipse.txt 1
(earths penumbra where) Total_penumbral_lunar_eclipse.txt 1
(7x saros 105) Total_penumbral_lunar_eclipse.txt 1
(penumbral eclipse is) Total_penumbral_lunar_eclipse.txt 1
(saros 19 8x) Total_penumbral_lunar_eclipse.txt 1
(the moon becomes) Total_penumbral_lunar_eclipse.txt 1
(the only saros) Total_penumbral_lunar_eclipse.txt 1
(total of 7) Total_penumbral_lunar_eclipse.txt 1
(dots means positieve) Total_penumbral_lunar_eclipse.txt 1
(and 132 have) Total_penumbral_lunar_eclipse.txt 1
(a relatively small) Total_penumbral_lunar_eclipse.txt 1
(the suns angular) Total_penumbral_lunar_eclipse.txt 1
(will not be) Total_penumbral_lunar_eclipse.txt 1
(8x saros 32) Total_penumbral_lunar_eclipse.txt 1
(of lunar eclipses) Total_penumbral_lunar_eclipse.txt 1
(is about 600) Total_penumbral_lunar_eclipse.txt 1
(earth the majority) Total_penumbral_lunar_eclipse.txt 1
(see also http://www.jir1667.plus.com/shadow/consecutive-penumbral-total-lunar-eclipses.png) Total_penumbral_lunar_eclipse.txt 1
(the time of) Total_penumbral_lunar_eclipse.txt 1
(eclipse that occurs) Total_penumbral_lunar_eclipse.txt 1
(118 7x saros) Total_penumbral_lunar_eclipse.txt 1
(on the earths) Total_penumbral_lunar_eclipse.txt 1
(http://www.marco-peuschel.de saros 339) Total_penumbral_lunar_eclipse.txt 1
(have a total) Total_penumbral_lunar_eclipse.txt 1
(in the penumbral) Total_penumbral_lunar_eclipse.txt 1
(and 114 have) Total_penumbral_lunar_eclipse.txt 1
(114 is the) Total_penumbral_lunar_eclipse.txt 1
(http://www.jir1667.plus.com/shadow/consecutive-penumbral-total-lunar-eclipses.png red dots) Total_penumbral_lunar_eclipse.txt 1
(39 9x saros) Total_penumbral_lunar_eclipse.txt 1
(number in freds) Total_penumbral_lunar_eclipse.txt 1
(and tetrads the) Total_penumbral_lunar_eclipse.txt 1
(immersed in the) Total_penumbral_lunar_eclipse.txt 1
(8 for saros) Total_penumbral_lunar_eclipse.txt 1
(258 9x saros) Total_penumbral_lunar_eclipse.txt 1
(also correlates with) Total_penumbral_lunar_eclipse.txt 1
(whether the eclipse) Total_penumbral_lunar_eclipse.txt 1
(lunar eclipse on) Total_penumbral_lunar_eclipse.txt 1
(and tetrad events) Total_penumbral_lunar_eclipse.txt 1
(path for the) Total_penumbral_lunar_eclipse.txt 1
(lunar eclipses varies) Total_penumbral_lunar_eclipse.txt 1
(outside the umbra) Total_penumbral_lunar_eclipse.txt 1
(7x saros 118) Total_penumbral_lunar_eclipse.txt 1
(variation is about) Total_penumbral_lunar_eclipse.txt 1
(frequency of total) Total_penumbral_lunar_eclipse.txt 4
(canon https://eclipse.gsfc.nasa.gov/lecat5/lecatalog.is 8) Total_penumbral_lunar_eclipse.txt 1
(moon becomes completely) Total_penumbral_lunar_eclipse.txt 1
(of the moon) Total_penumbral_lunar_eclipse.txt 1
(the distribution of) Total_penumbral_lunar_eclipse.txt 1
(northern or southern) Total_penumbral_lunar_eclipse.txt 1
(the moon to) Total_penumbral_lunar_eclipse.txt 1
(its elliptical orbit) Total_penumbral_lunar_eclipse.txt 1
(gamma and blue) Total_penumbral_lunar_eclipse.txt 1
(the eclipse and) Total_penumbral_lunar_eclipse.txt 1
(fraction of lunar) Total_penumbral_lunar_eclipse.txt 1
(and the size) Total_penumbral_lunar_eclipse.txt 1
(lunar eclipses and) Total_penumbral_lunar_eclipse.txt 1
(see https://eclipse.gsfc.nasa.gov/lesaros/lesaros019.saros 32) Total_penumbral_lunar_eclipse.txt 1
(can happen on) Total_penumbral_lunar_eclipse.txt 1
(and the distribution) Total_penumbral_lunar_eclipse.txt 1
(see also edit) Total_penumbral_lunar_eclipse.txt 1
(or this juist) Total_penumbral_lunar_eclipse.txt 1
(eclipse a total) Total_penumbral_lunar_eclipse.txt 1
(of total penumbral) Total_penumbral_lunar_eclipse.txt 3
(eclipse on march) Total_penumbral_lunar_eclipse.txt 1
(and the moons) Total_penumbral_lunar_eclipse.txt 1
(https://eclipse.gsfc.nasa.gov/lecat5/lecatalog.is 8 for) Total_penumbral_lunar_eclipse.txt 1
(a narrow path) Total_penumbral_lunar_eclipse.txt 1
(to have a) Total_penumbral_lunar_eclipse.txt 1
(notes edit categories) Total_penumbral_lunar_eclipse.txt 1
(7x saros 58) Total_penumbral_lunar_eclipse.txt 1
(point apogee in) Total_penumbral_lunar_eclipse.txt 1
(cone of the) Total_penumbral_lunar_eclipse.txt 1
(are not all) Total_penumbral_lunar_eclipse.txt 1
(58 95 and) Total_penumbral_lunar_eclipse.txt 1
(with the frequency) Total_penumbral_lunar_eclipse.txt 2
(events 5012500 edit) Total_penumbral_lunar_eclipse.txt 1
(the size of) Total_penumbral_lunar_eclipse.txt 3
(umbra it can) Total_penumbral_lunar_eclipse.txt 1
(this variation is) Total_penumbral_lunar_eclipse.txt 1
(saros 237 9x) Total_penumbral_lunar_eclipse.txt 1
(period of this) Total_penumbral_lunar_eclipse.txt 1
(and also correlates) Total_penumbral_lunar_eclipse.txt 1
(eclipses a tetrad) Total_penumbral_lunar_eclipse.txt 1
(such eclipses constitute) Total_penumbral_lunar_eclipse.txt 1
(saros 114 6x) Total_penumbral_lunar_eclipse.txt 1
(table from http://www.marco-peuschel.de) Total_penumbral_lunar_eclipse.txt 1
(penumbral eclipse a) Total_penumbral_lunar_eclipse.txt 1
(of these events) Total_penumbral_lunar_eclipse.txt 1
(eclipse wikipedia the) Total_penumbral_lunar_eclipse.txt 1
(in the canon) Total_penumbral_lunar_eclipse.txt 1
(saros 132 7x) Total_penumbral_lunar_eclipse.txt 1
(the canon to) Total_penumbral_lunar_eclipse.txt 1
(saros 247 10x) Total_penumbral_lunar_eclipse.txt 1
(the frequency of) Total_penumbral_lunar_eclipse.txt 3
(also this table) Total_penumbral_lunar_eclipse.txt 1
(the period of) Total_penumbral_lunar_eclipse.txt 1
(or farthest point) Total_penumbral_lunar_eclipse.txt 1
(or southern penumbral) Total_penumbral_lunar_eclipse.txt 1
(to contain the) Total_penumbral_lunar_eclipse.txt 1
(farthest point apogee) Total_penumbral_lunar_eclipse.txt 1
(7x and see) Total_penumbral_lunar_eclipse.txt 1
(angular diameter at) Total_penumbral_lunar_eclipse.txt 1
(majority of the) Total_penumbral_lunar_eclipse.txt 1
(total penumbral in) Total_penumbral_lunar_eclipse.txt 1
(red dots means) Total_penumbral_lunar_eclipse.txt 1
(the moon the) Total_penumbral_lunar_eclipse.txt 1
(is sometimes too) Total_penumbral_lunar_eclipse.txt 1
(114 6x saros) Total_penumbral_lunar_eclipse.txt 1
(6x saros 132) Total_penumbral_lunar_eclipse.txt 1
(events 19012100 edit) Total_penumbral_lunar_eclipse.txt 1
(is the only) Total_penumbral_lunar_eclipse.txt 1
(most eclipses will) Total_penumbral_lunar_eclipse.txt 1
(and see also) Total_penumbral_lunar_eclipse.txt 2
(total umbral and) Total_penumbral_lunar_eclipse.txt 1
(the penumbra is) Total_penumbral_lunar_eclipse.txt 1
(saros 339 8x) Total_penumbral_lunar_eclipse.txt 1
(over part of) Total_penumbral_lunar_eclipse.txt 1
(the earth the) Total_penumbral_lunar_eclipse.txt 1
(umbral eclipses within) Total_penumbral_lunar_eclipse.txt 1
(sometimes too small) Total_penumbral_lunar_eclipse.txt 1
(when the moon) Total_penumbral_lunar_eclipse.txt 1
(10x saros 237) Total_penumbral_lunar_eclipse.txt 1
(of the earths) Total_penumbral_lunar_eclipse.txt 2
(penumbra and outside) Total_penumbral_lunar_eclipse.txt 1
(tetrad is a) Total_penumbral_lunar_eclipse.txt 1
(0 and 9) Total_penumbral_lunar_eclipse.txt 1
(occurring between 0) Total_penumbral_lunar_eclipse.txt 1
(angular diameter is) Total_penumbral_lunar_eclipse.txt 1
(of total umbral) Total_penumbral_lunar_eclipse.txt 2
(part of its) Total_penumbral_lunar_eclipse.txt 1
(of the earth) Total_penumbral_lunar_eclipse.txt 1
(penumbra is sometimes) Total_penumbral_lunar_eclipse.txt 1
(time the size) Total_penumbral_lunar_eclipse.txt 1
(9 times per) Total_penumbral_lunar_eclipse.txt 1
(6x saros 114) Total_penumbral_lunar_eclipse.txt 1
(umbral eclipses and) Total_penumbral_lunar_eclipse.txt 1
(5k canon https://eclipse.gsfc.nasa.gov/lecat5/lecatalog.is) Total_penumbral_lunar_eclipse.txt 1
(and blue dots) Total_penumbral_lunar_eclipse.txt 1
(saros 157 7x) Total_penumbral_lunar_eclipse.txt 1
(19 see https://eclipse.gsfc.nasa.gov/lesaros/lesaros019.saros) Total_penumbral_lunar_eclipse.txt 1
(happen on the) Total_penumbral_lunar_eclipse.txt 1
(total penumbral eclipse) Total_penumbral_lunar_eclipse.txt 2
(a lunar eclipse) Total_penumbral_lunar_eclipse.txt 1
(26 8x saros) Total_penumbral_lunar_eclipse.txt 1
(width of the) Total_penumbral_lunar_eclipse.txt 1
(march 14 2006) Total_penumbral_lunar_eclipse.txt 1
(the width of) Total_penumbral_lunar_eclipse.txt 1
(larger than the) Total_penumbral_lunar_eclipse.txt 1
(completely immersed in) Total_penumbral_lunar_eclipse.txt 1
(all in a) Total_penumbral_lunar_eclipse.txt 1
(8x saros 19) Total_penumbral_lunar_eclipse.txt 1
(9x saros 26) Total_penumbral_lunar_eclipse.txt 1
(contain the moon) Total_penumbral_lunar_eclipse.txt 1
(the maximum number) Total_penumbral_lunar_eclipse.txt 1
(32 7x saros) Total_penumbral_lunar_eclipse.txt 1
(around the earth) Total_penumbral_lunar_eclipse.txt 1
(years list of) Total_penumbral_lunar_eclipse.txt 1
(it to contain) Total_penumbral_lunar_eclipse.txt 1
(pass within the) Total_penumbral_lunar_eclipse.txt 1
(between 0 and) Total_penumbral_lunar_eclipse.txt 1
(saros 218 12x) Total_penumbral_lunar_eclipse.txt 1
(means negative gamma) Total_penumbral_lunar_eclipse.txt 1
(penumbral in nature) Total_penumbral_lunar_eclipse.txt 1
(lunar eclipse wikipedia) Total_penumbral_lunar_eclipse.txt 1
(the moon crosses) Total_penumbral_lunar_eclipse.txt 1
(not all in) Total_penumbral_lunar_eclipse.txt 1
(to pass within) Total_penumbral_lunar_eclipse.txt 1
(the penumbral lunar) Total_penumbral_lunar_eclipse.txt 1
(saros 105 11x) Total_penumbral_lunar_eclipse.txt 1
(saros 39 9x) Total_penumbral_lunar_eclipse.txt 1
(saros 26 8x) Total_penumbral_lunar_eclipse.txt 1
(the earth without) Total_penumbral_lunar_eclipse.txt 1
(saros 32 7x) Total_penumbral_lunar_eclipse.txt 1
(of this variation) Total_penumbral_lunar_eclipse.txt 1
(at the time) Total_penumbral_lunar_eclipse.txt 1
(14 2006 was) Total_penumbral_lunar_eclipse.txt 1
(of the penumbra) Total_penumbral_lunar_eclipse.txt 1
(9x saros 218) Total_penumbral_lunar_eclipse.txt 1
(umbral and tetrad) Total_penumbral_lunar_eclipse.txt 1
(perigee or farthest) Total_penumbral_lunar_eclipse.txt 1
(about 600 years) Total_penumbral_lunar_eclipse.txt 1
(in a row) Total_penumbral_lunar_eclipse.txt 1
(19012100 edit see) Total_penumbral_lunar_eclipse.txt 1
(where the moon) Total_penumbral_lunar_eclipse.txt 2
(uneven occurring between) Total_penumbral_lunar_eclipse.txt 1
(https://eclipse.gsfc.nasa.gov/lesaros/lesaros019.saros 32 and) Total_penumbral_lunar_eclipse.txt 1
(at its nearest) Total_penumbral_lunar_eclipse.txt 1
(it can happen) Total_penumbral_lunar_eclipse.txt 1
(237 9x saros) Total_penumbral_lunar_eclipse.txt 1
(tetrads the maximum) Total_penumbral_lunar_eclipse.txt 1
(events is uneven) Total_penumbral_lunar_eclipse.txt 1
(in addition the) Total_penumbral_lunar_eclipse.txt 1
(canon to have) Total_penumbral_lunar_eclipse.txt 1
(varies by century) Total_penumbral_lunar_eclipse.txt 1
(eclipse is a) Total_penumbral_lunar_eclipse.txt 1
(suns angular diameter) Total_penumbral_lunar_eclipse.txt 1
(freds 5k canon) Total_penumbral_lunar_eclipse.txt 1
(summary frequency of) Total_penumbral_lunar_eclipse.txt 1
(becomes completely immersed) Total_penumbral_lunar_eclipse.txt 1
(size of the) Total_penumbral_lunar_eclipse.txt 3
(edit see also) Total_penumbral_lunar_eclipse.txt 1
(this table from) Total_penumbral_lunar_eclipse.txt 1
(7 total penumbral) Total_penumbral_lunar_eclipse.txt 1
(of 7 total) Total_penumbral_lunar_eclipse.txt 1
(lunar eclipse that) Total_penumbral_lunar_eclipse.txt 1
(moon to pass) Total_penumbral_lunar_eclipse.txt 1
(saros 266 13x) Total_penumbral_lunar_eclipse.txt 1
(gamma or this) Total_penumbral_lunar_eclipse.txt 1
(in freds 5k) Total_penumbral_lunar_eclipse.txt 1
(on march 14) Total_penumbral_lunar_eclipse.txt 1
(penumbral lunar eclipse) Total_penumbral_lunar_eclipse.txt 3
(without touching the) Total_penumbral_lunar_eclipse.txt 1
(addition the size) Total_penumbral_lunar_eclipse.txt 1
(the sun over) Total_penumbral_lunar_eclipse.txt 1
(by century with) Total_penumbral_lunar_eclipse.txt 1
(105 11x saros) Total_penumbral_lunar_eclipse.txt 1
(see also this) Total_penumbral_lunar_eclipse.txt 1
(eclipses constitute a) Total_penumbral_lunar_eclipse.txt 1
(from http://www.marco-peuschel.de saros) Total_penumbral_lunar_eclipse.txt 1
(earths penumbra is) Total_penumbral_lunar_eclipse.txt 1
