(plasma physics magnetic) Magnetic_pressure.txt 1
(to any other) Magnetic_pressure.txt 1
(wire will form) Magnetic_pressure.txt 1
(is called force-free) Magnetic_pressure.txt 1
(the magnetic pressure) Magnetic_pressure.txt 6
(a significant challenge) Magnetic_pressure.txt 1
(follow shapes in) Magnetic_pressure.txt 1
(in the design) Magnetic_pressure.txt 1
(potential field configurations) Magnetic_pressure.txt 1
(current y is) Magnetic_pressure.txt 1
(through the loop) Magnetic_pressure.txt 1
(the magnetic field) Magnetic_pressure.txt 2
(fracture or even) Magnetic_pressure.txt 1
(currents the magnetic) Magnetic_pressure.txt 1
(unsupported loop of) Magnetic_pressure.txt 1
(by the distribution) Magnetic_pressure.txt 1
(t in h) Magnetic_pressure.txt 1
(such that the) Magnetic_pressure.txt 1
(there is no) Magnetic_pressure.txt 1
(a coil by) Magnetic_pressure.txt 1
(is given in) Magnetic_pressure.txt 1
(gas molecules a) Magnetic_pressure.txt 1
(because there is) Magnetic_pressure.txt 1
(given in si) Magnetic_pressure.txt 1
(inductance of the) Magnetic_pressure.txt 1
(pressure force is) Magnetic_pressure.txt 1
(of a railgun) Magnetic_pressure.txt 1
(except that it) Magnetic_pressure.txt 1
(g by in) Magnetic_pressure.txt 1
(even explosively fragment) Magnetic_pressure.txt 1
(coil by its) Magnetic_pressure.txt 1
(own current is) Magnetic_pressure.txt 1
(boundary conditions on) Magnetic_pressure.txt 1
(force the magnetic) Magnetic_pressure.txt 1
(is a significant) Magnetic_pressure.txt 1
(in cgs f) Magnetic_pressure.txt 1
(loop is much) Magnetic_pressure.txt 1
(it to fracture) Magnetic_pressure.txt 1
(a field configuration) Magnetic_pressure.txt 1
(the field lines) Magnetic_pressure.txt 1
(be used to) Magnetic_pressure.txt 1
(carried by the) Magnetic_pressure.txt 1
(molecules a gradient) Magnetic_pressure.txt 1
(and 0.25 for) Magnetic_pressure.txt 1
(just outside the) Magnetic_pressure.txt 1
(higher currents the) Magnetic_pressure.txt 1
(by the magnetic) Magnetic_pressure.txt 2
(of ultrastrong electromagnets) Magnetic_pressure.txt 1
(magnetic pressure is) Magnetic_pressure.txt 3
(field strength gives) Magnetic_pressure.txt 1
(explosively fragment thus) Magnetic_pressure.txt 1
(magnetic field any) Magnetic_pressure.txt 1
(thus management of) Magnetic_pressure.txt 1
(strength gives rise) Magnetic_pressure.txt 1
(called the magnetic) Magnetic_pressure.txt 1
(familiar potential magnetic) Magnetic_pressure.txt 1
(magnetic tension force) Magnetic_pressure.txt 1
(in which the) Magnetic_pressure.txt 1
(if an electric) Magnetic_pressure.txt 1
(cgs f exerted) Magnetic_pressure.txt 1
(field has an) Magnetic_pressure.txt 1
(the wire the) Magnetic_pressure.txt 1
(gradient in field) Magnetic_pressure.txt 2
(for more information) Magnetic_pressure.txt 1
(create tensile stress) Magnetic_pressure.txt 1
(of the wire) Magnetic_pressure.txt 1
(electromagnet such that) Magnetic_pressure.txt 1
(coil defined by) Magnetic_pressure.txt 1
(electric current at) Magnetic_pressure.txt 1
(magnetic pressure can) Magnetic_pressure.txt 2
(lines follow shapes) Magnetic_pressure.txt 1
(of wire will) Magnetic_pressure.txt 1
(if enough current) Magnetic_pressure.txt 1
(strength just outside) Magnetic_pressure.txt 1
(is an energy) Magnetic_pressure.txt 1
(contained by the) Magnetic_pressure.txt 1
(wire the loop) Magnetic_pressure.txt 1
(is a special) Magnetic_pressure.txt 1
(exceeds the tensile) Magnetic_pressure.txt 1
(b in g) Magnetic_pressure.txt 1
(for high frequency) Magnetic_pressure.txt 1
(even higher currents) Magnetic_pressure.txt 1
(is much greater) Magnetic_pressure.txt 1
(fragment thus management) Magnetic_pressure.txt 1
(passes through the) Magnetic_pressure.txt 1
(magnetic field strength) Magnetic_pressure.txt 1
(information interplay between) Magnetic_pressure.txt 1
(on the field) Magnetic_pressure.txt 1
(contains no electric) Magnetic_pressure.txt 1
(a magnetic pressure) Magnetic_pressure.txt 1
(categories hidden categories) Magnetic_pressure.txt 1
(surface of the) Magnetic_pressure.txt 1
(that the magnetic) Magnetic_pressure.txt 1
(evenly throughout the) Magnetic_pressure.txt 1
(wire causing it) Magnetic_pressure.txt 1
(energy density associated) Magnetic_pressure.txt 1
(the internal inductance) Magnetic_pressure.txt 1
(important to magnetohydrodynamics) Magnetic_pressure.txt 1
(pressure is an) Magnetic_pressure.txt 1
(strength causes a) Magnetic_pressure.txt 1
(current travels through) Magnetic_pressure.txt 1
(field lines follow) Magnetic_pressure.txt 1
(currents present are) Magnetic_pressure.txt 1
(form a circle) Magnetic_pressure.txt 1
(the wire causing) Magnetic_pressure.txt 1
(are parallel to) Magnetic_pressure.txt 1
(pressure and ordinary) Magnetic_pressure.txt 1
(pressure wikipedia magnetic) Magnetic_pressure.txt 1
(stress that exceeds) Magnetic_pressure.txt 1
(conductor and 0.25) Magnetic_pressure.txt 1
(rise to a) Magnetic_pressure.txt 1
(can create tensile) Magnetic_pressure.txt 1
(by the kinetic) Magnetic_pressure.txt 1
(force that tends) Magnetic_pressure.txt 1
(readily observed in) Magnetic_pressure.txt 1
(and plasma physics) Magnetic_pressure.txt 1
(at even higher) Magnetic_pressure.txt 1
(outer surface of) Magnetic_pressure.txt 1
(potential magnetic field) Magnetic_pressure.txt 1
(magnetic field the) Magnetic_pressure.txt 1
(a magnetic field) Magnetic_pressure.txt 2
(associated with a) Magnetic_pressure.txt 1
(cgs units p) Magnetic_pressure.txt 1
(greater than the) Magnetic_pressure.txt 1
(the magnetic tension) Magnetic_pressure.txt 1
(more information interplay) Magnetic_pressure.txt 1
(0.25 for dc) Magnetic_pressure.txt 1
(wire serves as) Magnetic_pressure.txt 1
(case of a) Magnetic_pressure.txt 2
(ordinary gas pressure) Magnetic_pressure.txt 1
(is balanced by) Magnetic_pressure.txt 1
(in practical units) Magnetic_pressure.txt 1
(references edit categories) Magnetic_pressure.txt 1
(force due to) Magnetic_pressure.txt 1
(of the conductor) Magnetic_pressure.txt 1
(in dyn/cm b) Magnetic_pressure.txt 1
(0 for high) Magnetic_pressure.txt 1
(is 0 for) Magnetic_pressure.txt 1
(occupy space that) Magnetic_pressure.txt 1
(of a gas) Magnetic_pressure.txt 1
(gas by the) Magnetic_pressure.txt 1
(a gradient in) Magnetic_pressure.txt 1
(uniformly outward if) Magnetic_pressure.txt 1
(the distribution of) Magnetic_pressure.txt 1
(force-free field potential) Magnetic_pressure.txt 1
(in si units) Magnetic_pressure.txt 1
(magnetic pressure contained) Magnetic_pressure.txt 1
(edit references edit) Magnetic_pressure.txt 1
(wire if an) Magnetic_pressure.txt 1
(pressure is a) Magnetic_pressure.txt 1
(through the wire) Magnetic_pressure.txt 1
(conductor see inductance) Magnetic_pressure.txt 1
(field potential field) Magnetic_pressure.txt 1
(much greater than) Magnetic_pressure.txt 1
(a special case) Magnetic_pressure.txt 1
(causing it to) Magnetic_pressure.txt 1
(principle of a) Magnetic_pressure.txt 1
(of magnetic pressure) Magnetic_pressure.txt 1
(identical to any) Magnetic_pressure.txt 1
(special case of) Magnetic_pressure.txt 1
(the loop the) Magnetic_pressure.txt 1
(any currents present) Magnetic_pressure.txt 1
(p in dyn/cm) Magnetic_pressure.txt 1
(magnetic pressure force) Magnetic_pressure.txt 3
(by and in) Magnetic_pressure.txt 1
(by the outer) Magnetic_pressure.txt 1
(inside the loop) Magnetic_pressure.txt 1
(internal inductance of) Magnetic_pressure.txt 1
(a circle at) Magnetic_pressure.txt 1
(this gradient in) Magnetic_pressure.txt 1
(due to the) Magnetic_pressure.txt 1
(outward if enough) Magnetic_pressure.txt 1
(parallel to a) Magnetic_pressure.txt 1
(no electric current) Magnetic_pressure.txt 1
(strength of the) Magnetic_pressure.txt 1
(wire uniformly outward) Magnetic_pressure.txt 1
(is the internal) Magnetic_pressure.txt 1
(the conductor and) Magnetic_pressure.txt 1
(conditions on the) Magnetic_pressure.txt 1
(dyn/cm b in) Magnetic_pressure.txt 1
(see inductance for) Magnetic_pressure.txt 1
(also edit notes) Magnetic_pressure.txt 1
(and ordinary gas) Magnetic_pressure.txt 1
(to magnetohydrodynamics and) Magnetic_pressure.txt 1
(configurations occupy space) Magnetic_pressure.txt 1
(strength inside the) Magnetic_pressure.txt 1
(called force-free because) Magnetic_pressure.txt 1
(y is the) Magnetic_pressure.txt 1
(is carried by) Magnetic_pressure.txt 1
(force such a) Magnetic_pressure.txt 1
(current is where) Magnetic_pressure.txt 1
(energy of gas) Magnetic_pressure.txt 1
(field configurations occupy) Magnetic_pressure.txt 1
(interplay between magnetic) Magnetic_pressure.txt 1
(an electric current) Magnetic_pressure.txt 1
(field strength inside) Magnetic_pressure.txt 1
(inductance for more) Magnetic_pressure.txt 1
(distributed evenly throughout) Magnetic_pressure.txt 1
(defined by the) Magnetic_pressure.txt 1
(than the field) Magnetic_pressure.txt 1
(pa b in) Magnetic_pressure.txt 1
(management of magnetic) Magnetic_pressure.txt 1
(tensile strength of) Magnetic_pressure.txt 1
(the conductor see) Magnetic_pressure.txt 1
(the operating principle) Magnetic_pressure.txt 1
(as an electromagnet) Magnetic_pressure.txt 1
(projectiles this is) Magnetic_pressure.txt 1
(in t in) Magnetic_pressure.txt 1
(can also be) Magnetic_pressure.txt 1
(of gas molecules) Magnetic_pressure.txt 1
(any other physical) Magnetic_pressure.txt 1
(tensile stress that) Magnetic_pressure.txt 1
(stretch the wire) Magnetic_pressure.txt 1
(field is a) Magnetic_pressure.txt 1
(electric current passes) Magnetic_pressure.txt 1
(is the operating) Magnetic_pressure.txt 1
(pressure gradient called) Magnetic_pressure.txt 1
(that tends to) Magnetic_pressure.txt 1
(the outer surface) Magnetic_pressure.txt 1
(magnetic pressure and) Magnetic_pressure.txt 1
(si units p) Magnetic_pressure.txt 1
(y is 0) Magnetic_pressure.txt 1
(field the field) Magnetic_pressure.txt 1
(gives rise to) Magnetic_pressure.txt 1
(density associated with) Magnetic_pressure.txt 1
(circle at even) Magnetic_pressure.txt 1
(notes edit references) Magnetic_pressure.txt 1
(such a field) Magnetic_pressure.txt 1
(in pa b) Magnetic_pressure.txt 1
(is no lorentz) Magnetic_pressure.txt 1
(and in cgs) Magnetic_pressure.txt 1
(an energy density) Magnetic_pressure.txt 1
(magnetic pressure gradient) Magnetic_pressure.txt 2
(force in cgs) Magnetic_pressure.txt 1
(field rather than) Magnetic_pressure.txt 1
(will form a) Magnetic_pressure.txt 1
(force is readily) Magnetic_pressure.txt 1
(the kinetic energy) Magnetic_pressure.txt 1
(a force-free field) Magnetic_pressure.txt 1
(force-free because there) Magnetic_pressure.txt 1
(pressure gradient is) Magnetic_pressure.txt 1
(or even explosively) Magnetic_pressure.txt 1
(pressure can create) Magnetic_pressure.txt 1
(current at all) Magnetic_pressure.txt 1
(by its own) Magnetic_pressure.txt 1
(pressure can also) Magnetic_pressure.txt 1
(magnetic field has) Magnetic_pressure.txt 1
(the boundary conditions) Magnetic_pressure.txt 1
(m by and) Magnetic_pressure.txt 1
(that it is) Magnetic_pressure.txt 1
(an associated magnetic) Magnetic_pressure.txt 1
(observed in an) Magnetic_pressure.txt 1
(high frequency currents) Magnetic_pressure.txt 1
(where y is) Magnetic_pressure.txt 1
(at all the) Magnetic_pressure.txt 1
(dc currents distributed) Magnetic_pressure.txt 1
(loop this gradient) Magnetic_pressure.txt 1
(for dc currents) Magnetic_pressure.txt 1
(the force in) Magnetic_pressure.txt 1
(by in practical) Magnetic_pressure.txt 1
(tends to stretch) Magnetic_pressure.txt 1
(carried mostly by) Magnetic_pressure.txt 1
(railgun if any) Magnetic_pressure.txt 1
(travels through the) Magnetic_pressure.txt 1
(magnetohydrodynamics and plasma) Magnetic_pressure.txt 1
(other physical pressure) Magnetic_pressure.txt 1
(the loop of) Magnetic_pressure.txt 1
(field strength just) Magnetic_pressure.txt 1
(pressure is given) Magnetic_pressure.txt 1
(propel projectiles this) Magnetic_pressure.txt 1
(gradient is balanced) Magnetic_pressure.txt 1
(currents distributed evenly) Magnetic_pressure.txt 1
(is where y) Magnetic_pressure.txt 1
(frequency currents carried) Magnetic_pressure.txt 1
(pressure except that) Magnetic_pressure.txt 1
(gas pressure is) Magnetic_pressure.txt 1
(the familiar potential) Magnetic_pressure.txt 1
(physics magnetic pressure) Magnetic_pressure.txt 1
(used to propel) Magnetic_pressure.txt 1
(this is the) Magnetic_pressure.txt 1
(to stretch the) Magnetic_pressure.txt 1
(gradient called the) Magnetic_pressure.txt 1
(than in the) Magnetic_pressure.txt 1
(space that contains) Magnetic_pressure.txt 1
(in field strength) Magnetic_pressure.txt 2
(in an unsupported) Magnetic_pressure.txt 1
(pressure force that) Magnetic_pressure.txt 1
(of wire if) Magnetic_pressure.txt 1
(a railgun if) Magnetic_pressure.txt 1
(wikipedia magnetic pressure) Magnetic_pressure.txt 1
(magnetic field rather) Magnetic_pressure.txt 1
(b in t) Magnetic_pressure.txt 1
(between magnetic pressure) Magnetic_pressure.txt 1
(lorentz force the) Magnetic_pressure.txt 1
(the loop this) Magnetic_pressure.txt 1
(units see also) Magnetic_pressure.txt 1
(f exerted on) Magnetic_pressure.txt 1
(an electromagnet such) Magnetic_pressure.txt 1
(the loop is) Magnetic_pressure.txt 1
(field configuration is) Magnetic_pressure.txt 1
(also be used) Magnetic_pressure.txt 1
(it is carried) Magnetic_pressure.txt 1
(significant challenge in) Magnetic_pressure.txt 1
(the field it) Magnetic_pressure.txt 1
(present are parallel) Magnetic_pressure.txt 1
